STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
17,031,490902,5086,+41.703231,-087.616133
17,031,491000,5247,+41.699275,-087.627754
17,031,491100,4514,+41.699248,-087.637716
17,031,491200,2444,+41.688813,-087.637024
17,031,491300,2886,+41.689006,-087.627513
17,031,491400,2931,+41.688845,-087.616044
17,031,500100,3644,+41.715329,-087.598761
17,031,500200,2015,+41.702562,-087.604764
17,031,500300,1666,+41.688814,-087.607696
17,031,510100,3530,+41.717392,-087.552532
17,031,510200,2986,+41.715374,-087.561304
17,031,510300,5360,+41.716922,-087.570729
17,031,520100,2075,+41.716046,-087.534107
17,031,520200,3817,+41.715016,-087.537446
17,031,520300,6215,+41.701856,-087.539103
17,031,520400,4090,+41.703041,-087.531154
17,031,520500,4301,+41.693408,-087.530787
17,031,520600,2544,+41.691396,-087.538629
17,031,530100,2371,+41.681843,-087.617870
17,031,530200,5152,+41.681625,-087.632123
17,031,530300,4273,+41.681723,-087.653191
17,031,530400,2223,+41.672265,-087.652710
17,031,530501,5402,+41.674055,-087.631458
17,031,530502,1667,+41.667239,-087.626371
17,031,530503,5345,+41.663894,-087.637442
17,031,530600,3207,+41.672358,-087.619137
17,031,540101,3373,+41.654215,-087.608395
17,031,540102,3109,+41.657034,-087.607377
17,031,550100,6628,+41.656657,-087.541618
17,031,550200,2798,+41.660223,-087.554335
17,031,560100,1473,+41.810895,-087.741453
17,031,560200,1721,+41.810119,-087.748765
17,031,560300,3187,+41.803860,-087.748093
17,031,560400,1516,+41.803809,-087.740676
17,031,560700,3484,+41.796506,-087.757173
17,031,560800,5411,+41.796552,-087.772456
17,031,560900,5093,+41.795946,-087.791281
17,031,561000,5161,+41.788247,-087.791277
17,031,561100,5407,+41.788918,-087.771949
17,031,570100,1257,+41.809492,-087.721086
17,031,570200,1943,+41.811346,-087.726566
17,031,570300,6116,+41.804436,-087.729414
17,031,570400,1615,+41.806255,-087.719823
17,031,570500,2462,+41.798417,-087.732619
17,031,580100,2989,+41.826362,-087.691071
17,031,580200,3515,+41.825359,-087.698980
17,031,580300,2426,+41.823841,-087.709189
17,031,580400,4795,+41.811678,-087.708285
17,031,580501,5067,+41.820042,-087.699840
17,031,580502,5349,+41.814443,-087.698917
17,031,580600,5531,+41.816858,-087.691922
17,031,580700,6137,+41.817269,-087.687361
17,031,580800,2061,+41.810350,-087.687253
17,031,590500,1672,+41.828699,-087.679328
17,031,590600,3564,+41.826865,-087.672833
17,031,590700,3100,+41.826816,-087.668060
17,031,600400,3891,+41.841998,-087.643763
17,031,600600,2738,+41.841073,-087.654333
17,031,600700,2545,+41.840135,-087.659382
17,031,600900,3699,+41.836534,-087.653460
17,031,610300,5658,+41.813354,-087.670976
17,031,610400,2213,+41.810710,-087.667585
17,031,610800,1393,+41.813042,-087.639183
17,031,611000,1098,+41.803401,-087.651257
17,031,611100,2922,+41.805659,-087.657744
17,031,611200,2824,+41.805480,-087.662316
17,031,611300,3556,+41.804932,-087.667590
17,031,611400,4105,+41.805411,-087.672180
17,031,611500,3567,+41.804922,-087.677421
17,031,611600,1609,+41.797481,-087.676705
17,031,611700,1990,+41.797638,-087.671863
17,031,611800,2139,+41.797715,-087.667383
17,031,611900,2045,+41.797562,-087.661542
17,031,612000,1545,+41.797546,-087.652690
17,031,612100,1470,+41.797793,-087.647904
17,031,620100,4289,+41.797055,-087.718001
17,031,620200,2223,+41.794716,-087.730934
17,031,620300,6399,+41.789664,-087.730710
17,031,620400,5198,+41.789773,-087.718015
17,031,630100,1156,+41.800495,-087.681661
17,031,630200,1931,+41.802541,-087.688986
17,031,630300,5521,+41.797239,-087.707319
17,031,630400,7083,+41.797239,-087.698879
17,031,630500,6364,+41.797591,-087.689228
17,031,630800,7107,+41.790016,-087.698584
17,031,630900,5363,+41.789448,-087.708031
17,031,640100,1211,+41.780971,-087.739896
17,031,640300,6463,+41.781277,-087.770689
17,031,640400,3190,+41.780984,-087.787037
17,031,640500,3491,+41.775702,-087.790584
17,031,640600,3912,+41.776009,-087.771562
17,031,640700,3156,+41.776266,-087.752376
17,031,640800,1716,+41.774844,-087.739747
17,031,650100,4816,+41.782426,-087.717707
17,031,650200,7320,+41.782228,-087.730258
17,031,650301,5711,+41.774946,-087.729659
17,031,650302,4344,+41.774999,-087.717719
17,031,650400,6743,+41.765958,-087.717272
17,031,650500,4421,+41.766457,-087.728895
17,031,660301,1785,+41.780055,-087.698696
17,031,660302,5527,+41.783378,-087.698501
17,031,660400,5960,+41.782718,-087.708177
17,031,660500,5534,+41.775146,-087.707906
17,031,660600,6333,+41.777225,-087.694038
17,031,660700,2366,+41.773663,-087.681317
17,031,660800,5865,+41.773591,-087.693862
17,031,660900,4232,+41.768036,-087.687577
17,031,661000,5706,+41.762186,-087.685817
17,031,661100,6542,+41.761913,-087.702918
17,031,670100,1516,+41.791031,-087.657260
17,031,670200,1380,+41.790707,-087.661775
17,031,670300,1411,+41.790998,-087.667044
17,031,670400,1956,+41.790892,-087.671750
17,031,670500,1321,+41.788982,-087.675917
17,031,670600,1650,+41.783443,-087.671504
17,031,670700,1491,+41.783040,-087.667024
17,031,670800,1635,+41.782947,-087.661646
17,031,670900,1351,+41.783427,-087.657185
17,031,671100,1259,+41.776430,-087.661397
17,031,671200,1252,+41.776399,-087.666894
17,031,671300,2688,+41.773999,-087.671459
17,031,671400,2072,+41.773705,-087.675654
17,031,671500,3221,+41.768140,-087.669778
17,031,671600,2495,+41.769702,-087.661238
17,031,671800,1422,+41.761960,-087.656510
17,031,671900,1378,+41.762393,-087.660995
17,031,672000,3735,+41.762314,-087.670774
17,031,680500,1481,+41.791009,-087.652191
17,031,680600,1431,+41.783480,-087.652106
17,031,680900,4019,+41.775925,-087.637203
17,031,681000,3498,+41.775846,-087.649635
17,031,681100,3517,+41.768885,-087.649083
17,031,681200,2716,+41.768809,-087.638742
17,031,681300,2936,+41.761528,-087.640785
17,031,681400,3247,+41.761914,-087.649312
17,031,690300,2191,+41.768174,-087.629100
17,031,690400,3464,+41.769142,-087.619977
17,031,690500,877,+41.767461,-087.613274
17,031,690900,4520,+41.762075,-087.610882
17,031,691000,2492,+41.761914,-087.619755
17,031,691100,3266,+41.761580,-087.630701
17,031,691200,2847,+41.755402,-087.634002
17,031,691300,2448,+41.754848,-087.619339
17,031,691400,3611,+41.754792,-087.610055
17,031,691500,1930,+41.754420,-087.601782
17,031,700100,3427,+41.752865,-087.705147
17,031,700200,6609,+41.752291,-087.723996
17,031,700301,5728,+41.745558,-087.730323
17,031,700302,5319,+41.738267,-087.731630
17,031,700401,5923,+41.745550,-087.712084
17,031,700402,3914,+41.738620,-087.712506
17,031,700501,7125,+41.746448,-087.691344
17,031,700502,3036,+41.738727,-087.694073
17,031,710100,1275,+41.753682,-087.642003
17,031,710200,5049,+41.754900,-087.651147
17,031,710300,1414,+41.753057,-087.660956
17,031,710400,5651,+41.753512,-087.670181
17,031,710500,4123,+41.747594,-087.668261
17,031,710600,1838,+41.747851,-087.660803
17,031,710700,3583,+41.746609,-087.657119
17,031,710800,5338,+41.748074,-087.648898
17,031,710900,2198,+41.742173,-087.640117
17,031,711000,3475,+41.739965,-087.648802
17,031,711100,2835,+41.739317,-087.657770
17,031,711200,5145,+41.740781,-087.668937
17,031,711300,1626,+41.733373,-087.667330
17,031,711400,2654,+41.734027,-087.654121
17,031,711500,2539,+41.732381,-087.639037
17,031,720100,3300,+41.725947,-087.675003
17,031,720200,4016,+41.713132,-087.665919
17,031,720300,3723,+41.714268,-087.676847
17,031,720400,1924,+41.710360,-087.687253
17,031,720500,2166,+41.702943,-087.686366
17,031,720600,1756,+41.702768,-087.677103
17,031,720700,3149,+41.702683,-087.666050
17,031,730100,2424,+41.725452,-087.639050
17,031,730201,5941,+41.726949,-087.658122
17,031,730202,3115,+41.726463,-087.649079
17,031,730300,1166,+41.728176,-087.664845
17,031,730400,3514,+41.717838,-087.652725
17,031,730500,4388,+41.714388,-087.638286
17,031,730600,3614,+41.710463,-087.649910
17,031,730700,2331,+41.703579,-087.647713
17,031,740100,3048,+41.697036,-087.698632
17,031,740200,6547,+41.704031,-087.712105
17,031,740300,4713,+41.695155,-087.711308
17,031,740400,4785,+41.686721,-087.710398
17,031,750100,4147,+41.695812,-087.651463
17,031,750200,3227,+41.695544,-087.671363
17,031,750300,2530,+41.695288,-087.685995
17,031,750400,3009,+41.685390,-087.685180
17,031,750500,5936,+41.685779,-087.672942
17,031,750600,3681,+41.688306,-087.652222
17,031,760801,4047,+41.979101,-087.842194
17,031,760802,2276,+41.962697,-087.840655
17,031,760803,6236,+41.974692,-087.842387
17,031,770201,5894,+41.997064,-088.018746
17,031,770202,4912,+42.005768,-088.006142
17,031,770300,7313,+42.004805,-087.987617
17,031,770400,4505,+42.020442,-087.979897
17,031,770500,4078,+42.012225,-087.935554
17,031,770601,3232,+42.029265,-087.905277
17,031,770602,4956,+42.014009,-087.898194
17,031,770700,2681,+41.992371,-087.870918
17,031,770800,5582,+41.963429,-087.867197
17,031,770901,4934,+41.970202,-087.816970
17,031,770902,3521,+41.970281,-087.838103
17,031,800100,2419,+42.134393,-087.752362
17,031,800200,6312,+42.132069,-087.764040
17,031,800300,3501,+42.114906,-087.750603
17,031,800400,3762,+42.104868,-087.727706
17,031,800500,4901,+42.100840,-087.738928
17,031,800600,2400,+42.088571,-087.715844
17,031,800700,5135,+42.083494,-087.737284
17,031,800800,2206,+42.094401,-087.761759
17,031,800900,4416,+42.073724,-087.752783
17,031,801000,4908,+42.073002,-087.733249
17,031,801100,4715,+42.074879,-087.715233
17,031,801200,3547,+42.082378,-087.700652
17,031,801300,4283,+42.074129,-087.698210
17,031,801400,2919,+42.070889,-087.765628
17,031,801500,5928,+42.139365,-087.816798
17,031,801601,4234,+42.144293,-087.869100
17,031,801603,3855,+42.089136,-087.873124
17,031,801605,5599,+42.131712,-087.864728
17,031,801606,6066,+42.117093,-087.863519
17,031,801607,5287,+42.093569,-087.858380
17,031,801608,6564,+42.104997,-087.837621
17,031,801701,3728,+42.126197,-087.842714
17,031,801702,4671,+42.126461,-087.830610
17,031,801800,5619,+42.112264,-087.787301
17,031,801901,4369,+42.093176,-087.801754
17,031,801902,3223,+42.086146,-087.786948
17,031,802002,5071,+42.073718,-087.833505
17,031,802003,2684,+42.080076,-087.845014
17,031,802004,5381,+42.068802,-087.855781
17,031,802100,3573,+42.071834,-087.811292
17,031,802200,4410,+42.072731,-087.793991
17,031,802300,4840,+42.086938,-087.822245
17,031,802402,4821,+42.144431,-087.913352
17,031,802403,1399,+42.141763,-087.953026
17,031,802404,7226,+42.148284,-087.943657
17,031,802503,6200,+42.130831,-087.954920
17,031,802504,6601,+42.134242,-087.938503
17,031,802505,6844,+42.122338,-087.903181
17,031,802506,2508,+42.135314,-087.909084
17,031,802605,6799,+42.097355,-087.912975
17,031,802607,1444,+42.098022,-087.931895
17,031,802608,6256,+42.100707,-087.951508
17,031,802609,6699,+42.104668,-087.898857
17,031,802610,1729,+42.099093,-087.896879
17,031,802701,6952,+42.084667,-087.917538
17,031,802702,4498,+42.072600,-087.910607
17,031,802801,4793,+42.083041,-087.959391
17,031,802802,6594,+42.072776,-087.939603
17,031,802900,6080,+42.096802,-087.971876
17,031,803005,2655,+42.130328,-087.988386
17,031,803007,5247,+42.132072,-087.970949
17,031,803008,4712,+42.118472,-087.970121
17,031,803010,5196,+42.150012,-087.982469
17,031,803012,2221,+42.143040,-087.989930
17,031,803013,5449,+42.143048,-087.970516
17,031,803014,3430,+42.116614,-087.931260
17,031,803015,4459,+42.117010,-087.950259
17,031,803016,1979,+42.121605,-087.988063
17,031,803017,6058,+42.121990,-088.000671
17,031,803100,3440,+42.100146,-087.986576
17,031,803200,5586,+42.097686,-087.996839
17,031,803300,5543,+42.084768,-087.988630
17,031,803400,6384,+42.074947,-087.971124
17,031,803500,5813,+42.074174,-087.992976
17,031,803603,6751,+42.117669,-088.095844
17,031,803604,4314,+42.129885,-088.040834
17,031,803605,7253,+42.130027,-088.023728
17,031,803606,8287,+42.138219,-088.012229
17,031,803607,5164,+42.117105,-088.014220
17,031,803608,7326,+42.147707,-088.057905
17,031,803610,7198,+42.130737,-088.066992
17,031,803611,6112,+42.147725,-088.016308
17,031,803612,3536,+42.151359,-088.010447
17,031,803701,2705,+42.118401,-088.051520
17,031,803702,6255,+42.106490,-088.053919
17,031,803800,4725,+42.109906,-088.035332
17,031,803901,3452,+42.102554,-088.016376
17,031,803902,3513,+42.082986,-088.014863
17,031,804000,4587,+42.072577,-088.016511
17,031,804102,6993,+42.095321,-088.074236
17,031,804104,4980,+42.104562,-088.112885
17,031,804105,4000,+42.093790,-088.105280
17,031,804106,7024,+42.087591,-088.050555
17,031,804108,3879,+42.073311,-088.050907
17,031,804109,2955,+42.077737,-088.036697
17,031,804201,8173,+42.113655,-088.166458
17,031,804202,7463,+42.121811,-088.129137
17,031,804305,7216,+42.033635,-088.163219
17,031,804306,5564,+42.023025,-088.173318
17,031,804308,5486,+42.024334,-088.153589
17,031,804309,3230,+42.013244,-088.162758
17,031,804310,9088,+42.026355,-088.196157
17,031,804311,8148,+42.060589,-088.234768
17,031,804403,6760,+42.052779,-088.248361
17,031,804404,5233,+42.041369,-088.246383
17,031,804405,3701,+42.034891,-088.245304
17,031,804406,6247,+42.020777,-088.250864
17,031,804505,3831,+41.992962,-088.177861
17,031,804506,5461,+42.003562,-088.194646
17,031,804507,12480,+42.004951,-088.228788
17,031,804508,2244,+42.006599,-088.181609
17,031,804509,6288,+42.004524,-088.163320
17,031,804510,6145,+41.999149,-088.155103
17,031,804511,2414,+41.992618,-088.153770
17,031,804603,5581,+42.054621,-088.048488
17,031,804606,7118,+42.007075,-088.050266
17,031,804607,7049,+41.996536,-088.050854
17,031,804608,3787,+42.035434,-088.069738
17,031,804609,5672,+42.030775,-088.046346
17,031,804610,2320,+42.022860,-088.051621
17,031,804611,4359,+42.019228,-088.068909
17,031,804701,6837,+42.058073,-088.131925
17,031,804705,3976,+42.056153,-088.121108
17,031,804706,2472,+42.055205,-088.106651
17,031,804709,6510,+42.038057,-088.090089
17,031,804710,4350,+42.031384,-088.105850
17,031,804711,7442,+42.036505,-088.138861
17,031,804712,5392,+42.037444,-088.128933
17,031,804713,4694,+42.053733,-088.087076
17,031,804714,3480,+42.061776,-088.094855
17,031,804715,3292,+42.045636,-088.095688
17,031,804716,5490,+42.041941,-088.113413
17,031,804803,5392,+42.002655,-088.080628
17,031,804804,6537,+41.997861,-088.129658
17,031,804805,6911,+42.019688,-088.128827
17,031,804806,3751,+42.008894,-088.136224
17,031,804807,5172,+42.010177,-088.120867
17,031,804808,2533,+42.021942,-088.099688
17,031,804809,4224,+42.011233,-088.101715
17,031,804810,6949,+42.015858,-088.083175
17,031,804901,6648,+42.059731,-087.932398
17,031,804902,5523,+42.044482,-087.931462
17,031,805001,4694,+42.057092,-087.950192
17,031,805002,6941,+42.041305,-087.950353
17,031,805105,7356,+42.060176,-088.012734
17,031,805106,2718,+42.060657,-087.999642
17,031,805107,6460,+42.038747,-087.970024
17,031,805108,6699,+42.043301,-087.966535
17,031,805109,4359,+42.055608,-087.977274
17,031,805110,4220,+42.063237,-087.973008
17,031,805111,7027,+42.031597,-087.939435
17,031,805112,3558,+42.025184,-087.930677
17,031,805201,3406,+42.061273,-087.831078
17,031,805202,4028,+42.059078,-087.815341
17,031,805301,3496,+42.044465,-087.821212
17,031,805302,3602,+42.049699,-087.813466
17,031,805401,3841,+42.031677,-087.822765
17,031,805402,5095,+42.030365,-087.811204
17,031,805501,3400,+42.019573,-087.838856
17,031,805502,3888,+42.017362,-087.823393
17,031,805600,4511,+42.002250,-087.830320
17,031,805701,5074,+42.003500,-087.848594
17,031,805702,2015,+41.991700,-087.841253
17,031,805801,2400,+42.019214,-087.859781
17,031,805802,4926,+42.014360,-087.846517
17,031,805901,3834,+42.035734,-087.867939
17,031,805902,6449,+42.031829,-087.845140
17,031,806001,5812,+42.058131,-087.849247
17,031,806002,7550,+42.047623,-087.860181
17,031,806003,8109,+42.047848,-087.851278
17,031,806004,7604,+42.045629,-087.835834
17,031,806102,3973,+42.047259,-087.904864
17,031,806103,5238,+42.059165,-087.911845
17,031,806104,4206,+42.059803,-087.865580
17,031,806201,4196,+42.045201,-087.889707
17,031,806202,4550,+42.037201,-087.888184
17,031,806300,4960,+42.038028,-087.902744
17,031,806400,2494,+42.028593,-087.884787
17,031,806501,2773,+42.017032,-087.891175
17,031,806502,4205,+42.018445,-087.880535
17,031,806600,3490,+42.003769,-087.875984
17,031,806700,4409,+42.052683,-087.722869
17,031,806801,4225,+42.054945,-087.739161
17,031,806802,3300,+42.044949,-087.741615
17,031,806900,4713,+42.055146,-087.754688
17,031,807000,5736,+42.044628,-087.752552
17,031,807100,3817,+42.044776,-087.721150
17,031,807200,5912,+42.036888,-087.722715
17,031,807300,7191,+42.034504,-087.753836
17,031,807400,6518,+42.028854,-087.741249
17,031,807500,3189,+42.027892,-087.728174
17,031,807600,6540,+42.021617,-087.730367
17,031,807700,5933,+42.021416,-087.753704
17,031,807800,2624,+42.009673,-087.756281
17,031,807900,4074,+42.004185,-087.748571
17,031,808001,3646,+42.009610,-087.735057
17,031,808002,4870,+42.004528,-087.720255
17,031,808100,3931,+42.009891,-087.797597
17,031,808200,5196,+42.029017,-087.800867
17,031,808301,5625,+42.035127,-087.780984
17,031,808302,3934,+42.032691,-087.766462
17,031,808400,4411,+42.048602,-087.797063
17,031,808500,4073,+42.046250,-087.771420
17,031,808600,2015,+42.061396,-087.794397
17,031,808702,5504,+42.053875,-087.678057
17,031,808800,3955,+42.064198,-087.686875
17,031,808900,4101,+42.066237,-087.716417
17,031,809000,3976,+42.059732,-087.719353
17,031,809100,3387,+42.060109,-087.704548
17,031,809200,4611,+42.052291,-087.699370
17,031,809300,4816,+42.056485,-087.685261
17,031,809400,5804,+42.046728,-087.680077
17,031,809500,3670,+42.046133,-087.687171
17,031,809600,3301,+42.044277,-087.699049
17,031,809700,3649,+42.037656,-087.698163
17,031,809800,2717,+42.037289,-087.684823
17,031,809900,2855,+42.036759,-087.676580
17,031,810000,4896,+42.030320,-087.674555
17,031,810100,4253,+42.030495,-087.683929
17,031,810200,5739,+42.022695,-087.682488
17,031,810301,4002,+42.023930,-087.698591
17,031,810302,3250,+42.029911,-087.695089
17,031,810400,5350,+41.988349,-087.828980
17,031,810501,5049,+41.961460,-087.825012
17,031,810502,5164,+41.959186,-087.810550
17,031,810600,4717,+41.963669,-087.798147
17,031,810701,4916,+41.930926,-087.811280
17,031,810702,3918,+41.925316,-087.816408
17,031,810800,5324,+41.932425,-087.821092
17,031,810900,6429,+41.917796,-087.809839
17,031,811000,4296,+41.914977,-087.818475
17,031,811100,6520,+41.930088,-087.833493
17,031,811200,5270,+41.926469,-087.849414
17,031,811301,4845,+41.918766,-087.884552
17,031,811302,3778,+41.914159,-087.860752
17,031,811401,4842,+41.933589,-087.872322
17,031,811402,4433,+41.926489,-087.873639
17,031,811500,5895,+41.941480,-087.872783
17,031,811600,6213,+41.950499,-087.870462
17,031,811701,3858,+41.933362,-087.897645
17,031,811702,5124,+41.926249,-087.901730
17,031,811800,5399,+41.913814,-087.900455
17,031,811900,5738,+41.901690,-087.814484
17,031,812000,5434,+41.887584,-087.817448
17,031,812100,4560,+41.902503,-087.779302
17,031,812200,3942,+41.905401,-087.794594
17,031,812301,3972,+41.889336,-087.798293
17,031,812302,2818,+41.896312,-087.802094
17,031,812400,3491,+41.896046,-087.791512
17,031,812500,3375,+41.891917,-087.779672
17,031,812600,3706,+41.883445,-087.779527
17,031,812700,3216,+41.883017,-087.789744
17,031,812801,2943,+41.882833,-087.802510
17,031,812802,2444,+41.883173,-087.797134
17,031,812900,4749,+41.876139,-087.794783
17,031,813000,3873,+41.876213,-087.780299
17,031,813100,4538,+41.868784,-087.780752
17,031,813200,4251,+41.868915,-087.795763
17,031,813301,3502,+41.862261,-087.751853
17,031,813302,3934,+41.862636,-087.746768
17,031,813400,7551,+41.860693,-087.768518
17,031,813500,6994,+41.858253,-087.775714
17,031,813600,5334,+41.854025,-087.766336
17,031,813701,3780,+41.855295,-087.751429
17,031,813702,4263,+41.855389,-087.746874
17,031,813801,2893,+41.850112,-087.745280
17,031,813802,5130,+41.847993,-087.753784
17,031,813900,6329,+41.846515,-087.768214
17,031,814000,4746,+41.845598,-087.775413
17,031,814100,4544,+41.847073,-087.761465
17,031,814200,7375,+41.838079,-087.748982
17,031,814300,4884,+41.834929,-087.757733
17,031,814400,7654,+41.827231,-087.763376
17,031,814500,4978,+41.827980,-087.774241
17,031,814600,5723,+41.861588,-087.784954
17,031,814700,5646,+41.861509,-087.797678
17,031,814800,6466,+41.850897,-087.797700
17,031,814900,6181,+41.853681,-087.789999
17,031,815000,4131,+41.855249,-087.784324
17,031,815100,4435,+41.847448,-087.785228
17,031,815200,6967,+41.839242,-087.783575
17,031,815300,3617,+41.839526,-087.794883
17,031,815400,5502,+41.831193,-087.796550
17,031,815500,7989,+41.825039,-087.787288
17,031,815600,4973,+41.845259,-087.826707
17,031,815701,3927,+41.836643,-087.810707
17,031,815702,5128,+41.828196,-087.816532
17,031,815800,1566,+41.826589,-087.836626
17,031,815900,4392,+41.882677,-087.809946
17,031,816000,3330,+41.876904,-087.811733
17,031,816100,6445,+41.866778,-087.811096
17,031,816200,4192,+41.902072,-087.841340
17,031,816300,4800,+41.903739,-087.857675
17,031,816401,5142,+41.895510,-087.860124
17,031,816402,4404,+41.895072,-087.852165
17,031,816500,4438,+41.900494,-087.880679
17,031,816600,4828,+41.903244,-087.881266
17,031,816700,2809,+41.904154,-087.895312
17,031,816800,5368,+41.887153,-087.911037
17,031,816900,5885,+41.886389,-087.890559
17,031,817000,5459,+41.887098,-087.873346
17,031,817101,4542,+41.876126,-087.877835
17,031,817102,3189,+41.877465,-087.865179
17,031,817200,4684,+41.883039,-087.854239
17,031,817300,2653,+41.883732,-087.847776
17,031,817400,4204,+41.893203,-087.839708
17,031,817500,3623,+41.881322,-087.838699
17,031,817600,3997,+41.869609,-087.838425
17,031,817700,4929,+41.871516,-087.851433
17,031,817900,5632,+41.861629,-087.849253
17,031,818000,4234,+41.854392,-087.855113
17,031,818100,2318,+41.852644,-087.874022
17,031,818200,4702,+41.863056,-087.874986
17,031,818300,5826,+41.878875,-087.901021
17,031,818401,3634,+41.862868,-087.899042
17,031,818402,3051,+41.851938,-087.892716
17,031,818500,5682,+41.841350,-087.894084
17,031,818600,4715,+41.839046,-087.864759
17,031,818700,3625,+41.831221,-087.846393
17,031,818800,5556,+41.827128,-087.854581
17,031,818900,4299,+41.826981,-087.867022
17,031,819000,5117,+41.823598,-087.881379
17,031,819100,4552,+41.815895,-087.816612
17,031,819200,6107,+41.810881,-087.829189
17,031,819300,2693,+41.817264,-087.849771
17,031,819400,5538,+41.809850,-087.849495
17,031,819500,3212,+41.813859,-087.868557
17,031,819600,4010,+41.805034,-087.869157
17,031,819700,5917,+41.809425,-087.880620
17,031,819801,5278,+41.812463,-087.897278
17,031,819802,2678,+41.796267,-087.895366
17,031,819900,3398,+41.804319,-087.906436
17,031,820000,2158,+41.803616,-087.914695
17,031,820101,6937,+41.776548,-087.899313
17,031,820103,4016,+41.794472,-087.870741
17,031,820104,4165,+41.781523,-087.876257
17,031,820201,7827,+41.747280,-087.896891
17,031,820202,3536,+41.765780,-087.860831
17,031,820300,5353,+41.790490,-087.805859
17,031,820400,5701,+41.779532,-087.808337
17,031,820501,6115,+41.750458,-087.815439
17,031,820502,5150,+41.748216,-087.803672
17,031,820603,5254,+41.754166,-087.842402
17,031,820604,3839,+41.743309,-087.824045
17,031,820605,4604,+41.736763,-087.832680
17,031,820606,3650,+41.736640,-087.854325
17,031,820700,6786,+41.817421,-087.789682
17,031,820800,3626,+41.804530,-087.764747
17,031,820901,5686,+41.752458,-087.782458
17,031,820902,5017,+41.751560,-087.755850
17,031,821001,5233,+41.742195,-087.791022
17,031,821002,5593,+41.742047,-087.775727
17,031,821101,4784,+41.738021,-087.762120
17,031,821102,4047,+41.742435,-087.749472
17,031,821200,6003,+41.668276,-087.674989
17,031,821300,5519,+41.654949,-087.670412
17,031,821401,3338,+41.666648,-087.657819
17,031,821402,3587,+41.663682,-087.651073
17,031,821500,2341,+41.646411,-087.630942
17,031,821600,4393,+41.730102,-087.696166
17,031,821700,4889,+41.721023,-087.715777
17,031,821800,5337,+41.719244,-087.700951
17,031,821900,5233,+41.711640,-087.698243
17,031,822000,4349,+41.731263,-087.731578
17,031,822101,4480,+41.724267,-087.746232
17,031,822102,4414,+41.721009,-087.731120
17,031,822200,3703,+41.727967,-087.758095
17,031,822301,3836,+41.729901,-087.770151
17,031,822302,4484,+41.717283,-087.774617
17,031,822400,6226,+41.720725,-087.790354
17,031,822500,4455,+41.717744,-087.758197
17,031,822601,4470,+41.708859,-087.753607
17,031,822602,7061,+41.700424,-087.756018
17,031,822701,4181,+41.712787,-087.729045
17,031,822702,3745,+41.705655,-087.729159
17,031,822801,3345,+41.695483,-087.737876
17,031,822802,3616,+41.697703,-087.728144
17,031,822900,2042,+41.727242,-087.794596
17,031,823001,6450,+41.704155,-087.784207
17,031,823002,6077,+41.696863,-087.767766
17,031,823101,4412,+41.691993,-087.793078
17,031,823102,3641,+41.688836,-087.784109
17,031,823200,4877,+41.677621,-087.748225
17,031,823302,5794,+41.665385,-087.725923
17,031,823303,4519,+41.679114,-087.727683
17,031,823304,5927,+41.678294,-087.709657
17,031,823400,5052,+41.664391,-087.689902
17,031,823500,4545,+41.665919,-087.683284
17,031,823602,6267,+41.654153,-087.758367
17,031,823603,2702,+41.649366,-087.699017
17,031,823604,3578,+41.659309,-087.787303
17,031,823605,4547,+41.665181,-087.772973
17,031,823702,6650,+41.710138,-087.832225
17,031,823703,7940,+41.722970,-087.809972
17,031,823704,4020,+41.726971,-087.839927
17,031,823705,4618,+41.724066,-087.825717
17,031,823801,5716,+41.660876,-087.874942
17,031,823803,6760,+41.697403,-087.824385
17,031,823805,2953,+41.688195,-087.824212
17,031,823806,3716,+41.689761,-087.804659
17,031,823901,3519,+41.667334,-087.832444
17,031,823903,4707,+41.659680,-087.819481
17,031,823904,4016,+41.658642,-087.805405
17,031,824003,6336,+41.664098,-087.986572
17,031,824004,5371,+41.674291,-087.964268
17,031,824005,5539,+41.659396,-088.010227
17,031,824006,3867,+41.651959,-087.965231
17,031,824105,6845,+41.637599,-087.835477
17,031,824106,7063,+41.613761,-087.833154
17,031,824107,6493,+41.608606,-087.813457
17,031,824108,8063,+41.590083,-087.840711
17,031,824113,6562,+41.626912,-087.903085
17,031,824114,4709,+41.617353,-087.876263
17,031,824115,3920,+41.623564,-087.839999
17,031,824116,4718,+41.619183,-087.865389
17,031,824117,9868,+41.568916,-087.835725
17,031,824119,5675,+41.570527,-087.900171
17,031,824120,8680,+41.576316,-087.878609
17,031,824121,3174,+41.592080,-087.826954
17,031,824122,6423,+41.582720,-087.817798
17,031,824123,7756,+41.592152,-087.805157
17,031,824300,4814,+41.638924,-087.702095
17,031,824400,2317,+41.638253,-087.727544
17,031,824503,6740,+41.640166,-087.768989
17,031,824505,6869,+41.608474,-087.765669
17,031,824506,7617,+41.615156,-087.780011
17,031,824507,4214,+41.592230,-087.783617
17,031,824601,4394,+41.627725,-087.744442
17,031,824602,6545,+41.617995,-087.737776
17,031,824701,3962,+41.628056,-087.720060
17,031,824702,5607,+41.622115,-087.708066
17,031,824800,7756,+41.625158,-087.685950
17,031,824900,3079,+41.608419,-087.701900
17,031,825000,5103,+41.603706,-087.744982
17,031,825200,2009,+41.592766,-087.727737
17,031,825302,6277,+41.582058,-087.757707
17,031,825303,3872,+41.581168,-087.785907
