GEOID,POPULATION
17055040500,3187
17055040600,2673
17055040700,4426
17055040800,3428
17055040900,2738
17055041000,2744
17055041100,3563
17055041200,3750
17057952800,2717
17057952900,3243
17057953000,2348
17057953100,2556
17057953200,2847
17057953300,3421
17057953400,2042
17057953500,5008
17057953600,4691
17057953700,2505
17057953800,2784
17057953900,2907
17059972700,2487
17059972800,3102
17061973600,3812
17061973700,1828
17061973800,2134
17061973900,2541
17061974000,3571
17063000102,7415
17063000103,6121
17063000200,6648
17063000300,3338
17063000400,5473
17063000500,2878
17063000600,2917
17063000700,6056
17063000800,5334
17063000900,3883
17065973100,3208
17065973200,2465
17065973300,2784
17067953700,2268
17067953800,2720
17067953900,1993
17067954000,2544
17067954100,3398
17067954200,2460
17067954300,3721
17069970900,2330
17069971000,1990
17071973300,2483
17071973400,1900
17071973500,2948
17073030100,5929
17073030201,4496
17073030202,3987
17073030203,4311
17073030300,7146
17073030400,2592
17073030500,2405
17073030600,2879
17073030800,3713
17073030900,3678
17073031000,3609
17073031100,2727
17073031200,3014
17075950100,2940
17075950200,3926
17075950300,3443
17075950400,3772
17075950500,4144
17075950600,3578
17075950700,2954
17075950800,2521
17075950900,2440
17077010100,3539
17077010200,4162
17077010300,3115
17077010400,4627
17077010600,5774
17077010700,3400
17077010800,3910
17077010900,2364
17077011000,6121
17077011100,3177
17077011200,5256
17077011400,3840
17077011600,3912
17077011700,7021
17079977300,2799
17079977400,2896
17079977500,4003
17081050100,4181
17081050200,3120
17081050300,4389
17081050400,5509
17081050500,3703
17081050600,3022
17081050700,3898
17081050800,4231
17081050900,2624
17081051000,1446
17081051100,2704
17083010100,5150
17083010200,3494
17083010300,4173
17083010401,6363
17083010402,2172
17083010500,1633
17085020100,4419
17085020200,5119
17085020300,4944
17085020401,1850
17085020402,3102
17085020500,3244
17087977600,4447
17087977700,2979
17087977800,3618
17087980000,1538
17089850101,6768
17089850103,5542
17089850105,6904
17089850106,7835
17089850201,4101
17089850202,6977
17089850301,7902
17089850302,4969
17089850400,2305
17089850500,3603
17089850600,7261
17089850701,18585
17089850702,13599
17089850703,2278
17089850800,7184
17089851000,6360
17089851101,4465
17089851102,3767
17089851301,3960
17089851302,3486
17089851400,7134
17089851500,1254
17089851600,6771
17089851801,7526
17089851904,7423
17089851905,11676
17089851907,7345
17089851908,5140
17089851909,4153
17089851910,3922
17089852001,4278
17089852002,6956
17089852003,7926
17089852101,7021
17089852102,8917
17089852201,4722
17089852202,9033
17089852300,2002
17089852401,8405
17089852402,8470
17089852403,5358
17089852500,6614
17089852601,7386
17089852606,4792
17089852700,7204
17089852803,5005
17089852805,5756
17089852806,6777
17089852807,3022
17089852808,7457
17089852903,5525
17089852904,2483
17089852905,4483
17089852906,5324
17089852907,6411
17089853001,3401
17089853004,2990
17089853005,5370
17089853006,3226
17089853007,5440
17089853008,4400
17089853100,3008
17089853200,6179
17089853300,5189
17089853400,9809
17089853500,7049
17089853600,8837
17089853900,5854
17089854001,4210
17089854002,5932
17089854100,4989
17089854200,6094
17089854301,7714
17089854302,5580
17089854400,14168
17089854501,15186
17089854503,11829
17089854504,7693
17089854600,3748
17089854700,2484
17089854800,7760
17089854900,5608
17091010100,2589
17091010201,1903
17091010202,10101
17091010300,3854
17091010400,4982
17091010500,7142
17091010601,5406
17091010602,5822
17091010701,4546
17091010702,7290
17091010800,3822
17091010900,4539
17091011000,2146
17091011100,2063
17091011200,1901
17091011300,2215
17091011400,1877
17091011500,2423
17091011600,1929
17091011700,3417
17091011800,2627
17091011900,1535
17091012000,5331
17091012100,3461
17091012200,3362
17091012300,5208
17091012400,4966
17091012500,2190
17091012600,4802
17093890101,18051
17093890102,13081
17093890201,4389
17093890202,2892
17093890301,6271
17093890302,6075
17093890400,26230
17093890500,13076
17093890600,9414
17093890700,15257
17095000100,3138
17095000200,2926
17095000300,4416
17095000400,4698
17095000500,5692
17095000600,3751
17095000700,2163
17095000800,2784
17095000900,2379
17095001000,4066
17095001100,2424
17095001200,1624
17095001300,3748
17095001400,1779
17095001500,3993
17095001600,3338
17097860101,8492
17097860103,3517
17097860104,3419
17097860200,3467
17097860301,3647
17097860302,3016
17097860400,6137
17097860500,4678
17097860600,6977
17097860805,1693
17097860806,5296
17097860807,3474
17097860808,2719
17097860809,3026
17097860810,7231
17097860811,4169
17097860903,6191
17097860904,5661
17097860905,5734
17097860906,8937
17097861007,4370
17097861008,5181
17097861009,5154
17097861010,5695
17097861011,8087
17097861012,5076
17097861013,3106
17097861014,3749
17097861105,4068
17097861106,8288
17097861107,4236
17097861108,6075
17097861201,7131
17097861202,4069
17097861301,5181
17097861303,4972
17097861304,3482
17097861402,8679
17097861403,2746
17097861404,6076
17097861504,8154
17097861505,3806
17097861506,5381
17097861507,3115
17097861508,3604
17097861509,3340
17097861510,4901
17097861603,5899
17097861604,5745
17097861607,4442
17097861608,3454
17097861609,4844
17097861610,3513
17097861611,4655
17097861701,1754
17097861702,4148
17097861803,6903
17097861804,3680
17097861901,3788
17097861902,6428
17097862000,5844
17097862100,5159
17097862200,4103
17097862300,3033
17097862401,3766
17097862402,3341
17097862501,3992
17097862502,2532
17097862603,6809
17097862604,4938
17097862605,4367
17097862700,4323
17097862800,1922
17097862901,3766
17097862902,2741
17097863003,7829
17097863004,4578
17097863005,4407
17097863006,0
17097863100,2476
17097863201,3443
17097863202,5093
17097863300,2736
17097863400,4257
17097863500,4243
17097863601,3555
17097863603,3656
17097863604,2916
17097863701,4500
17097863702,3742
17097863801,4690
17097863902,5533
17097863903,4388
17097863904,6011
17097864001,6360
17097864002,6283
17097864101,11442
17097864105,6008
17097864106,4087
17097864107,4901
17097864108,5740
17097864203,4336
17097864204,4795
17097864205,9075
17097864206,3524
17097864303,4522
17097864305,3851
17097864306,2269
17097864307,1861
17097864308,4323
17097864402,7277
17097864403,5206
17097864407,5669
17097864408,5743
17097864409,4631
17097864410,5219
17097864411,4912
17097864412,4156
17097864505,6493
17097864510,4160
17097864511,6564
17097864512,4576
17097864513,5188
17097864514,2474
17097864515,2874
17097864516,4581
17097864517,2932
17097864518,5514
17097864519,4869
17097864520,5268
17097864521,2511
17097864522,4705
17097864601,3733
17097864602,3955
17097864700,2976
17097864801,5536
17097864802,2661
17097864901,4294
17097864903,4829
17097864904,2404
17097865000,1363
17097865200,5715
17097865300,3297
17097865400,4232
17097865501,2367
17097865502,2420
17097865600,3525
17097865700,5781
17097865801,3084
17097865802,3034
17097866000,6785
17097866100,3556
17097866200,5871
17097990000,0
17099961701,6355
17099961702,3200
17099961800,4006
17099961900,4355
17099962000,3795
17099962100,5107
17099962200,5107
17099962300,6937
17099962400,3983
17099962500,2415
17099962600,5644
17099962700,2245
17099962800,3482
17099962900,3050
17099963000,5175
17099963100,3222
17099963200,3177
17099963300,2384
17099963400,3999
17099963500,4785
17099963600,3401
17099963700,5694
17099963800,4476
17099963900,5286
17099964000,2475
17099964100,4102
17099964200,2705
17099964300,3362
17101880700,3119
17101880800,5769
17101880900,2834
17101881000,2013
17101881100,3098
17103000100,2967
17103000200,3483
17103000300,4155
17103000400,7589
17103000500,4992
17103000600,3519
17103000700,2002
17103000800,3767
17103000900,3557
17105960100,4245
17105960200,4690
17105960300,3163
17105960400,3430
17105960500,2927
17105960600,4518
17105960700,5300
17105960800,5731
17105960900,2499
17105961000,2447
17107952900,3759
17107953000,2593
17107953100,3762
17107953200,3992
17107953300,3520
17107953400,3776
17107953500,5575
17107953600,3328
17109010100,3782
17109010200,1960
17109010300,1992
17109010400,7319
17109010500,2734
17109010600,2343
17109010700,4310
17109010900,2613
17109011000,2487
17109011100,3072
17111870101,7277
17111870102,6765
17111870200,6277
17111870301,4657
17111870302,4477
17111870401,7974
17111870402,6016
17111870500,9274
17111870603,4630
17111870604,6011
17111870605,6419
17111870606,4153
17111870702,7686
17111870703,5615
17111870704,3865
17111870803,8140
17111870807,5413
17111870808,3763
17111870809,6901
17111870810,4535
17111870811,4620
17111870812,4873
17111870902,7631
17111870903,3579
17111870904,4805
17111870905,4919
17111871003,4649
17111871004,6030
17111871104,17533
17111871105,5250
17111871106,9114
17111871107,5276
17111871108,5731
17111871109,5165
17111871201,6734
17111871202,5838
17111871205,4660
17111871206,6695
17111871207,4598
17111871208,3947
17111871209,3474
17111871301,4653
17111871304,3215
17111871305,6705
17111871306,8421
17111871307,4855
17111871310,4381
17111871311,4496
17111871402,6246
17111871404,4536
17111871500,11348
17111871600,4935
17113000102,6831
17113000104,10908
17113000105,3820
17113000200,7036
17113000301,4189
17113000302,5828
17113000400,2876
17113000501,2690
17113000502,2517
17113000504,4950
17113000505,5508
17113001103,3200
17113001104,8314
17113001105,5130
17113001106,3294
17113001200,2518
17113001301,2012
17113001302,2292
17113001303,1711
17113001402,3387
17113001403,3877
17113001404,4300
17113001500,2425
17113001600,2575
17113001700,2292
17113001800,3228
17113002101,4771
17113002102,1771
17113005101,8523
17113005102,6749
17113005201,1235
17113005202,3161
17113005400,9006
17113005501,2474
17113005502,2420
17113005601,1889
17113005602,2212
17113005700,5144
17113005800,4290
17113005900,4374
17113006000,3845
17115000200,2737
17115000300,3703
17115000400,1292
17115000500,3938
17115000600,2035
17115000900,1955
17115001000,1276
17115001100,3502
17115001200,2766
17115001300,2265
17115001400,2479
17115001500,4104
17115001600,2407
17115001700,2240
17115001801,2249
17115001802,2387
17115001900,2645
17115002000,4296
17115002100,1550
17115002200,5553
17115002300,2978
17115002401,2608
17115002402,5216
17115002500,7131
17115002601,4050
17115002602,1985
17115002700,2371
17115002800,4446
17115002901,3982
17115002902,4576
17115002903,4616
17115002904,5349
17115003000,3550
17115003100,2531
17117956000,3278
17117956100,3524
17117956200,2519
17117956300,3266
17117956400,5484
17117956500,2652
17117956600,4804
17117956700,4326
17117956800,2742
17117956900,3754
17117957000,3769
17117957100,2688
17117957200,4959
17119400101,2703
17119400102,5603
17119400200,4327
17119400600,3061
17119400700,1890
17119400801,1905
17119400802,6188
17119400903,5323
17119400904,3364
17119400951,4966
17119400952,3335
17119401000,2583
17119401100,6505
17119401200,1841
17119401300,5198
17119401400,3326
17119401500,2763
17119401701,2570
17119401721,5797
17119401722,2684
17119401800,6033
17119401901,1841
17119401903,4488
17119401904,709
17119402000,4403
17119402100,3321
17119402200,3395
17119402300,1876
17119402400,1804
17119402500,2222
17119402600,2800
17119402701,7517
17119402721,7572
17119402722,2891
17119402801,3527
17119402802,8158
17119402803,3545
17119402900,4485
17119403001,5077
17119403002,7386
17119403101,5885
17119403121,9285
17119403122,5539
17119403200,4649
17119403300,3102
17119403401,3923
17119403402,6031
17119403502,6152
17119403531,8226
17119403532,4700
17119403533,9632
17119403534,4093
17119403601,3261
17119403603,1891
17119403604,6619
17119403701,6159
17119403702,5774
17119403801,4907
17119403802,4596
17119404000,2788
17119404100,3088
17121951600,3571
17121951700,2609
17121951800,2391
17121951900,2999
17121952000,4495
17121952100,3238
17121952200,4181
17121952300,3599
17121952400,3623
17121952500,2819
17121952600,2178
17121952700,3734
17123961100,2628
17123961200,2542
17123961300,2273
17123961400,2921
17123961500,2276
17125956300,2975
17125956400,2065
17125956500,3369
17125956600,1976
17125956700,1885
17125956800,2396
17127970100,4895
17127970200,4249
17127970300,3829
17127970400,2456
17129010100,6139
17129010200,4073
17129010300,2493
17131040100,4579
17131040200,3754
17131040300,3918
17131040400,4183
17133600101,7074
17133600102,4814
17133600401,6396
17133600402,4447
17133600501,6888
17133600502,3338
17135957300,3483
17135957400,2491
17135957500,3273
17135957600,3481
17135957700,3103
17135957800,3424
17135957900,5040
17135958000,5809
17137951400,2796
17137951500,3174
17137951600,3554
17137951700,2811
17137951800,4396
17137951900,4861
17137952000,3824
17137952100,3660
17137952200,3125
17137952300,3346
17139976900,4892
17139977000,2523
17139977100,3184
17139977200,4247
17141960700,4364
17141960800,3647
17141960900,4793
17141961000,7054
17141961100,5184
17141961200,5778
17141961300,5262
17141961400,4119
17141961500,4563
17141961600,3554
17141961700,5179
17143000100,1087
17143000200,1868
17143000300,2332
17143000500,1804
17143000600,3115
17143000900,2550
17143001200,1953
17143001300,2021
17143001500,2044
17143001600,4054
17143001800,3294
17143001900,1567
17143002000,3317
17143002100,4846
17143002200,4237
17143002300,4710
17143002400,4677
17143002500,3528
17143002600,1835
17143002701,3840
17143002702,3879
17143002800,3187
17143002900,4041
17143003000,4701
17143003101,5377
17143003102,6094
17143003200,4303
17143003300,3060
17143003401,11216
17143003402,3748
17143003601,2759
17143003602,5580
17143003700,3814
17143003800,3275
17143003900,6533
17143004000,4524
17143004101,6494
17143004102,3266
17143004200,3646
17143004300,2389
17143004400,4748
17143004500,5481
17143004600,5499
17143004801,4539
17143004802,4419
17143004901,3740
17143004902,4872
17143005000,2631
17145030100,3121
17145030200,7772
17145030300,2265
17145030400,2651
17145030500,2398
17145030600,4143
17147954500,4582
17147954600,5900
17147954700,3430
17147954800,2817
17149952400,3337
17149952500,2583
17149952600,3256
17149952700,4762
17149952800,2492
17151971200,2425
17151971300,2045
17153971000,3028
17153971100,3133
17155954500,2977
17155954600,3029
17157950500,2286
17157950600,4380
17157950700,2670
17157950800,4653
17157950900,3598
17157951000,2772
17157951100,3638
17157951200,6422
17157951300,3057
17159977900,3768
17159978000,2401
17159978100,4129
17159978200,2608
17159978300,3327
17161020100,7127
17161020200,3840
17161020300,6483
17161020400,6126
17161020600,2583
17161020700,1818
17161020800,4798
17161020900,5316
17161021000,3772
17161021100,3752
17161021200,4700
17161021300,4740
17161021400,1242
17161021500,4231
17161021600,2872
17161021700,4144
17161021800,4886
17161021900,1721
17161022000,3989
17161022100,2501
17161022200,4046
17161022300,2166
17161022600,2311
17161022800,5606
17161022900,2718
17161023000,3915
17161023100,2690
17161023200,4898
17161023300,3448
17161023500,2098
17161023600,2074
17161023700,2494
17161024000,4106
17161024101,3649
17161024102,5350
17161024103,4046
17161024200,4372
17161024300,2734
17161024400,1943
17161024500,2241
17163500400,1826
17163500500,2685
17163500900,3813
17163501100,1777
17163501200,3464
17163501300,3782
17163501400,2790
17163501501,1812
17163501502,2884
17163501602,5345
17163501603,6385
17163501604,4587
17163501605,2639
17163501700,3264
17163501800,5865
17163501900,3620
17163502100,2582
17163502200,2101
17163502300,6415
17163502401,1394
17163502404,4161
17163502500,1272
17163502602,5884
17163502603,4210
17163502700,1251
17163502800,2713
17163502900,2085
17163503100,7666
17163503202,6110
17163503203,6718
17163503211,4247
17163503301,3989
17163503304,6952
17163503322,7148
17163503323,6245
17163503324,5675
17163503332,5265
17163503334,6570
17163503402,7627
17163503404,4671
17163503411,3391
17163503412,6330
17163503413,5838
17163503414,4557
17163503800,1292
17163503903,3385
17163503904,10394
17163503905,2966
17163503906,5471
17163504001,4901
17163504002,5909
17163504302,7818
17163504303,7810
17163504351,3596
17163504352,4317
17163504353,4142
17163504354,5990
17163504355,5146
17163504500,5085
17163504600,2229
17165955100,2349
17165955500,2433
17165955600,2532
17165955700,2569
17165955800,3432
17165955900,2564
17165956000,2912
17165956100,2624
17165956200,3498
17167000100,3967
17167000201,2401
17167000202,3902
17167000300,2932
17167000400,2969
17167000501,2358
17167000503,4006
17167000504,3059
17167000600,5233
17167000700,2104
17167000800,2075
17167000900,2484
17167001001,2104
17167001003,1327
17167001004,4631
17167001100,2342
17167001200,3526
17167001300,1742
17167001400,1027
17167001500,1005
17167001600,3477
17167001700,1241
17167001800,2261
17167001900,3279
17167002000,5955
17167002100,3688
17167002200,3375
17167002300,2460
17167002400,3582
17167002500,5081
17167002600,2580
17167002700,3406
17167002801,3041
17167002802,3394
17167002900,4953
17167003000,5912
17167003100,7296
17167003201,4430
17167003202,3972
17167003203,5811
17167003300,5004
17167003400,6290
17167003500,5085
17167003601,2702
17167003602,4200
17167003603,4899
17167003604,4637
17167003700,8372
17167003801,2759
17167003802,5846
17167003901,5102
17167003902,3829
17167004000,4352
17169970100,2256
17169970200,3279
17169970300,2009
17171970600,1866
17171970700,3489
17173959100,3608
17173959200,3163
17173959300,4999
17173959400,3416
17173959500,3761
17173959600,3416
17175951400,3301
17175951500,2693
17177000100,4446
17177000200,3409
17177000300,4066
17177000400,3008
17177000500,3149
17177000600,3427
17177000700,1900
17177000800,3436
17177000900,5307
17177001000,4437
17177001100,3208
17177001200,3784
17177001300,4134
17179020100,2509
17179020301,4798
17179020302,5149
17179020400,5509
17179020500,4652
17179020600,2048
17179020700,4396
17179020800,3437
17179020900,2243
17179021000,5647
17179021101,6821
17179021102,5836
17179021201,4576
17179021202,3379
17179021203,4785
17179021500,7004
17179021603,5291
17179021604,2031
17179021605,2624
17179021606,5683
17179021701,6051
17179021702,5647
17179021801,5669
17179021802,2151
17179021900,4677
17179022000,4354
17179022100,3410
17179022200,5036
17179022300,5095
17179022400,4886
17181950100,4259
17181950200,2592
17181950300,2077
17181950400,5110
17181950500,3770
17183000100,1808
17183000200,1615
17183000300,2289
17183000400,3550
17183000500,3962
17183000600,2747
17183000700,3568
17183000800,2515
17183000900,2611
17183001200,2956
17183001300,3729
17183010100,3306
17183010200,5445
17183010300,4810
17183010400,2281
17183010500,4092
17183010600,4225
17183010701,3186
17183010702,3069
17183010800,3532
17183010900,3193
17183011000,4178
17183011100,2712
17183011200,6246
17185957200,3921
17185957300,3000
17185957400,2156
17185957500,2870
17187870100,2188
17187870200,2703
17187870300,2706
17187870400,5032
17187870500,5078
17189950100,3335
17189950200,3795
17189950300,3355
17189950400,4231
17191954900,3334
17191955000,4360
17191955100,2886
17191955200,3072
17191955300,3108
17193958000,2588
17193958100,3204
17193958200,2880
17193958300,2677
17193958400,3316
17195000100,3785
17195000200,2994
17195000300,3419
17195000400,3293
17195000500,3480
17195000600,4285
17195000700,2843
17195000800,2189
17195000900,3516
17195001000,3046
17195001100,5242
17195001200,3984
17195001300,2474
17195001400,2334
17195001500,3402
17195001600,2747
17195001700,3269
17195001800,2196
17197880105,7907
17197880106,4508
17197880107,5070
17197880109,5469
17197880111,3742
17197880112,2129
17197880113,3811
17197880114,3107
17197880115,3176
17197880116,2912
17197880117,3365
17197880118,4734
17197880119,4333
17197880120,9798
17197880121,9463
17197880202,4356
17197880203,3939
17197880204,5974
17197880303,4081
17197880304,5387
17197880305,5585
17197880306,7894
17197880307,6075
17197880308,8019
17197880309,5340
17197880310,11485
17197880312,9102
17197880313,11610
17197880314,6894
17197880404,11036
17197880408,5103
17197880410,8609
17197880411,3435
17197880412,4302
17197880414,4348
17197880415,7311
17197880416,3122
17197880417,2590
17197880418,5374
17197880419,8983
17197880420,10373
17197880421,5732
17197880502,5075
17197880503,4368
17197880505,7900
17197880507,7057
17197880601,3104
17197880602,3542
17197880701,4344
17197880702,2795
17197880901,6240
17197880903,2682
17197880905,2697
17197881001,5052
17197881002,5231
17197881005,3606
17197881006,2425
17197881007,5478
17197881009,7101
17197881010,3750
17197881011,3389
17197881012,3027
17197881105,6153
17197881107,3143
17197881108,6657
17197881109,4361
17197881111,3173
17197881112,5113
17197881113,3719
17197881115,4027
17197881116,3924
17197881200,4837
17197881301,3404
17197881302,1818
17197881401,3259
17197881402,3104
17197881500,3284
17197881601,1800
17197881603,3301
17197881604,2586
17197881700,3421
17197881800,4049
17197881900,3896
17197882000,3472
17197882100,2929
17197882200,4624
17197882300,4259
17197882400,3541
17197882500,2370
17197882601,3087
17197882602,2931
17197882701,2380
17197882702,3075
17197882801,2633
17197882802,3033
17197882900,2361
17197883000,3697
17197883100,4247
17197883206,4396
17197883208,3106
17197883209,3090
17197883210,2654
17197883211,6193
17197883212,5393
17197883213,5519
17197883214,2405
17197883215,10210
17197883216,3025
17197883303,3705
17197883304,1774
17197883305,2982
17197883306,3635
17197883307,4100
17197883401,4160
17197883402,2033
17197883504,5185
17197883505,7889
17197883507,4010
17197883509,4519
17197883510,4699
17197883511,4947
17197883513,5349
17197883514,7252
17197883515,3996
17197883516,6858
17197883517,3343
17197883519,5178
17197883521,3737
17197883522,3321
17197883602,5619
17197883603,2973
17197883605,3082
17197883606,3995
17197883700,3144
17197883803,2577
17197883804,2853
17197883806,3412
17197883808,1931
17197883809,2978
17197883810,3740
17197883811,3139
17197883902,6263
17197883903,1821
17197883904,4431
17197884003,4566
17197884004,2382
17197884005,1430
17197884006,2241
17197884101,4166
17197884103,2776
17197980000,0
17197980100,3264
17199020100,3678
17199020201,5611
17199020202,2379
17199020300,4808
17199020400,3780
17199020500,3540
17199020600,3813
17199020700,5033
17199020800,6744
17199020900,4361
17199021000,5301
17199021100,3215
17199021200,4547
17199021300,4666
17199021400,4881
17201000101,5244
17201000103,2831
17201000104,2788
17201000105,4442
17201000200,3293
17201000300,4116
17201000401,2141
17201000402,2914
17201000403,4282
17201000501,4773
17201000502,3556
17201000504,7058
17201000506,3987
17201000507,3874
17201000510,3329
17201000511,2535
17201000512,5203
17201000513,3988
17201000514,3420
17201000600,4220
17201000700,3099
17201000800,3016
17201001000,2469
17201001100,1371
17201001200,2601
17201001300,2379
17201001400,4074
17201001500,5187
17201001600,5214
17201001700,3110
17201001800,5370
17201001900,3651
17201002000,2553
17201002100,2063
17201002200,3728
17201002301,2721
17201002302,1386
17201002400,2696
17201002500,3402
17201002600,3753
17201002700,3434
17201002800,1828
17201002900,1111
17201003000,1719
17201003100,4167
17201003200,3647
17201003300,3822
17201003400,4680
17201003500,2413
17201003601,1838
17201003602,3874
17201003604,3084
17201003605,2315
17201003606,2667
17201003705,5119
17201003706,6638
17201003707,3792
17201003708,2964
17201003709,1900
17201003710,2581
17201003711,4649
17201003801,6221
17201003805,7269
17201003806,4788
17201003807,7728
17201003808,3807
17201003809,4843
17201003901,4838
17201003903,6030
17201003904,4895
17201004001,9015
17201004002,6959
17201004003,1980
17201004100,5302
17201004200,6238
17201004300,5272
17201980000,2
17203030100,2580
17203030200,2989
17203030300,2989
17203030400,5638
17203030501,7569
17203030502,2592
17203030601,6405
17203030602,3383
17203030700,4519
