RESIDENCE,WORKPLACE,JOBS
17031804000,17031804803,2
17031804000,17031805105,7
17031804000,17031805106,4
17031804000,17031805107,6
17031804000,17031805111,6
17031804000,17031805902,4
17031804000,17031806502,2
17031804000,17031806600,2
17031804000,17031833100,2
17031804000,17031839100,4
17031804000,17031980000,8
17031804000,17043840000,2
17031804000,17043840101,2
17031804000,17043840201,8
17031804000,17043840705,4
17031804000,17043841104,2
17031804000,17043841112,2
17031804000,17043841209,4
17031804000,17043846102,2
17031804000,17043846106,4
17031804000,17043846519,2
17031804000,17089850600,2
17031804000,17089854600,2
17031804000,17097863903,2
17031804000,17097864205,2
17031804000,17097864408,2
17031804000,17097864505,2
17031804102,17031243500,2
17031804102,17031281900,2
17031804102,17031320100,2
17031804102,17031760801,2
17031804102,17031770202,5
17031804102,17031770400,9
17031804102,17031770601,2
17031804102,17031770700,2
17031804102,17031801603,5
17031804102,17031801605,2
17031804102,17031803005,6
17031804102,17031803500,13
17031804102,17031803603,2
17031804102,17031803604,36
17031804102,17031803605,2
17031804102,17031803702,8
17031804102,17031803800,4
17031804102,17031803901,4
17031804102,17031804102,38
17031804102,17031804104,2
17031804102,17031804105,5
17031804102,17031804202,2
17031804102,17031804603,12
17031804102,17031804608,6
17031804102,17031804609,4
17031804102,17031805105,4
17031804102,17031805107,4
17031804102,17031805108,2
17031804102,17031839100,2
17031804102,17031842200,2
17031804102,17031980000,10
17031804102,17043840104,2
17031804102,17043840201,2
17031804102,17043840705,2
17031804102,17043842710,2
17031804102,17043844402,2
17031804102,17043844601,2
17031804102,17043844602,2
17031804102,17097864402,2
17031804102,17097864403,2
17031804102,17097864505,7
17031804102,17097864513,3
17031804102,17097864521,11
17031804102,17097864802,2
17031804102,17111870803,2
17031804102,17197880310,3
17031804104,17031020602,4
17031804104,17031760801,4
17031804104,17031770202,4
17031804104,17031770400,4
17031804104,17031770601,2
17031804104,17031801603,7
17031804104,17031802402,3
17031804104,17031802505,4
17031804104,17031803500,10
17031804104,17031803604,35
17031804104,17031803610,2
17031804104,17031803612,2
17031804104,17031803800,2
17031804104,17031803901,7
17031804104,17031803902,2
17031804104,17031804102,9
17031804104,17031804104,17
17031804104,17031804105,4
17031804104,17031804201,8
17031804104,17031804603,18
17031804104,17031804608,2
17031804104,17031804701,12
17031804104,17031804705,7
17031804104,17031804706,2
17031804104,17031804710,2
17031804104,17031805105,4
17031804104,17031805106,3
17031804104,17031805107,2
17031804104,17031806103,3
17031804104,17031807800,2
17031804104,17031808702,2
17031804104,17031812900,2
17031804104,17031833100,2
17031804104,17031839100,8
17031804104,17031980000,12
17031804104,17043840101,2
17031804104,17043840705,2
17031804104,17043844401,2
17031804104,17043846106,7
17031804104,17089850103,2
17031804104,17089850400,2
17031804104,17089850600,2
17031804104,17089854600,2
17031804104,17097864002,2
17031804104,17097864306,2
17031804104,17097864308,2
17031804104,17097864402,2
17031804104,17097864408,2
17031804104,17097864505,2
17031804104,17097864802,8
17031804105,17031760801,2
17031804105,17031770601,2
17031804105,17031770700,4
17031804105,17031801603,4
17031804105,17031801608,3
17031804105,17031802505,2
17031804105,17031803005,2
17031804105,17031803300,2
17031804105,17031803500,4
17031804105,17031803604,29
17031804105,17031803612,2
17031804105,17031803800,5
17031804105,17031803901,4
17031804105,17031804102,6
17031804105,17031804104,4
17031804105,17031804105,24
17031804105,17031804201,4
17031804105,17031804202,2
17031804105,17031804603,6
17031804105,17031804608,4
17031804105,17031804609,2
17031804105,17031804701,16
17031804105,17031804714,7
17031804105,17031804810,2
17031804105,17031805105,2
17031804105,17031805106,2
17031804105,17031805107,6
17031804105,17031811301,2
17031804105,17031839100,4
17031804105,17031842200,2
17031804105,17031980000,2
17031804105,17043840201,2
17031804105,17043844401,2
17031804105,17043846102,2
17031804105,17043846702,2
17031804105,17089850202,4
17031804105,17089850302,2
17031804105,17089850600,2
17031804105,17089854600,5
17031804105,17097864513,4
17031804106,17031061500,2
17031804106,17031351100,2
17031804106,17031760801,4
17031804106,17031770300,2
17031804106,17031770400,9
17031804106,17031770601,2
17031804106,17031770700,10
17031804106,17031801500,2
17031804106,17031801603,32
17031804106,17031801606,5
17031804106,17031802505,4
17031804106,17031802702,3
17031804106,17031802802,2
17031804106,17031803005,9
17031804106,17031803300,2
17031804106,17031803500,25
17031804106,17031803603,2
17031804106,17031803604,40
17031804106,17031803608,2
17031804106,17031803702,2
17031804106,17031803800,2
17031804106,17031803901,6
17031804106,17031803902,2
17031804106,17031804000,7
17031804106,17031804102,26
17031804106,17031804105,12
17031804106,17031804106,7
17031804106,17031804108,2
17031804106,17031804201,2
17031804106,17031804311,2
17031804106,17031804603,28
17031804106,17031804608,4
17031804106,17031804609,11
17031804106,17031804701,10
17031804106,17031804901,2
17031804106,17031805105,22
17031804106,17031805107,8
17031804106,17031805111,2
17031804106,17031820902,2
17031804106,17031980000,21
17031804106,17043840201,2
17031804106,17043843500,2
17031804106,17043846106,4
17031804106,17089850400,2
17031804106,17089854600,2
17031804106,17097863702,13
17031804106,17097864402,4
17031804106,17097864407,2
17031804106,17097864505,2
17031804106,17097864513,2
17031804106,17097864521,2
17031804106,17097864802,2
17031804106,17097864904,2
17031804106,17097866200,2
17031804106,17197880202,2
17031804106,17197883521,3
17031804108,17031081600,2
17031804108,17031281900,4
17031804108,17031770202,8
17031804108,17031770400,10
17031804108,17031770602,2
17031804108,17031770700,4
17031804108,17031801606,2
17031804108,17031802505,2
17031804108,17031803005,4
17031804108,17031803500,2
17031804108,17031803612,2
17031804108,17031803701,2
17031804108,17031803800,5
17031804108,17031803901,4
17031804108,17031804102,4
17031804108,17031804105,28
17031804108,17031804109,2
17031804108,17031804201,18
17031804108,17031804603,50
17031804108,17031804609,2
17031804108,17031804701,2
17031804108,17031804709,2
17031804108,17031804714,2
17031804108,17031805105,4
17031804108,17031805107,2
17031804108,17031805111,4
17031804108,17031808702,2
17031804108,17031838100,2
17031804108,17031839100,6
17031804108,17031980000,13
17031804108,17043840101,2
17031804108,17043840201,6
17031804108,17043840303,2
17031804108,17043840911,2
17031804108,17043846106,9
17031804108,17097864505,2
17031804108,17097864521,2
17031804108,17111870902,2
17031804109,17031320100,2
17031804109,17031760801,2
17031804109,17031770400,8
17031804109,17031770500,2
17031804109,17031770602,2
17031804109,17031770700,4
17031804109,17031801603,4
17031804109,17031801606,2
17031804109,17031802504,2
17031804109,17031802802,3
17031804109,17031803005,2
17031804109,17031803500,14
17031804109,17031803604,14
17031804109,17031803612,4
17031804109,17031803800,2
17031804109,17031803901,9
17031804109,17031804000,3
17031804109,17031804105,2
17031804109,17031804106,2
17031804109,17031804109,12
17031804109,17031804603,15
17031804109,17031804608,2
17031804109,17031804609,2
17031804109,17031805105,3
17031804109,17031805107,6
17031804109,17031805111,2
17031804109,17031806600,2
17031804109,17031808702,2
17031804109,17031818500,2
17031804109,17031824105,2
17031804109,17031980000,4
17031804109,17043840201,4
17031804109,17043840907,2
17031804109,17043841114,2
17031804109,17043844702,2
17031804109,17043846106,2
17031804109,17097860903,2
17031804109,17097864802,5
17031804201,17031100400,2
17031804201,17031281900,2
17031804201,17031320100,2
17031804201,17031760801,2
17031804201,17031770202,4
17031804201,17031770400,4
17031804201,17031770500,4
17031804201,17031802505,2
17031804201,17031803005,4
17031804201,17031803500,4
17031804201,17031803604,2
17031804201,17031803702,2
17031804201,17031804102,8
17031804201,17031804105,6
17031804201,17031804201,71
17031804201,17031804603,21
17031804201,17031804608,2
17031804201,17031804609,2
17031804201,17031804701,10
17031804201,17031804709,2
17031804201,17031805902,6
17031804201,17031806003,2
17031804201,17031806900,2
17031804201,17031822102,2
17031804201,17031839100,14
17031804201,17031980000,6
17031804201,17043840201,6
17031804201,17043841102,2
17031804201,17043841704,2
17031804201,17043846102,4
17031804201,17043846106,16
17031804201,17043846413,2
17031804201,17089850202,2
17031804201,17089850600,2
17031804201,17093890700,2
17031804201,17097864002,4
17031804201,17097864307,6
17031804201,17097864308,28
17031804201,17097864505,2
17031804201,17097866200,2
17031804201,17111870902,3
17031804201,17111871311,2
17031804201,17197880121,2
17031804202,17031040800,2
17031804202,17031100400,2
17031804202,17031281900,2
17031804202,17031760801,2
17031804202,17031770400,6
17031804202,17031770601,7
17031804202,17031770700,6
17031804202,17031802506,2
17031804202,17031803005,2
17031804202,17031803300,2
17031804202,17031803500,9
17031804202,17031803604,2
17031804202,17031803702,2
17031804202,17031803800,2
17031804202,17031803901,6
17031804202,17031804102,11
17031804202,17031804105,7
17031804202,17031804201,15
17031804202,17031804202,13
17031804202,17031804603,14
17031804202,17031804608,2
17031804202,17031804701,21
17031804202,17031805105,6
17031804202,17031805107,2
17031804202,17031805111,2
17031804202,17031805402,2
17031804202,17031836200,2
17031804202,17031839100,4
17031804202,17031980000,4
17031804202,17043840201,2
17031804202,17043840705,2
17031804202,17043841104,2
17031804202,17043841403,2
17031804202,17043843000,2
17031804202,17043846405,3
17031804202,17089850600,2
17031804202,17089854600,2
17031804202,17097863603,2
17031804202,17097864306,2
17031804202,17097864307,2
17031804202,17097864308,49
17031804202,17097864409,2
17031804202,17097864505,2
17031804202,17097864513,2
17031804202,17097864802,2
17031804202,17097864904,2
17031804305,17031020100,2
17031804305,17031243300,2
17031804305,17031280100,2
17031804305,17031770202,10
17031804305,17031770400,10
17031804305,17031770500,2
17031804305,17031801603,4
17031804305,17031802404,2
17031804305,17031803200,2
17031804305,17031803500,7
17031804305,17031803612,2
17031804305,17031803800,2
17031804305,17031803901,2
17031804305,17031804102,2
17031804305,17031804105,2
17031804305,17031804201,7
17031804305,17031804305,2
17031804305,17031804306,7
17031804305,17031804309,2
17031804305,17031804310,2
17031804305,17031804505,2
17031804305,17031804506,2
17031804305,17031804508,2
17031804305,17031804509,8
17031804305,17031804603,19
17031804305,17031804608,3
17031804305,17031804701,13
17031804305,17031804711,2
17031804305,17031804803,2
17031804305,17031805105,2
17031804305,17031805107,2
17031804305,17031805111,4
17031804305,17031805902,2
17031804305,17031811302,2
17031804305,17031824105,2
17031804305,17031839100,4
17031804305,17031980000,5
17031804305,17043840101,2
17031804305,17043840201,8
17031804305,17043840705,2
17031804305,17043840901,4
17031804305,17043841114,2
17031804305,17043841209,4
17031804305,17043841403,2
17031804305,17043842100,2
17031804305,17043844601,2
17031804305,17089850106,2
17031804305,17089850202,3
17031804305,17089850302,2
17031804305,17089850600,2
17031804305,17089851908,2
17031804305,17089851910,8
17031804305,17089854600,36
17031804305,17097864402,2
17031804306,17031770202,19
17031804306,17031770300,2
17031804306,17031770400,2
17031804306,17031770602,2
17031804306,17031802505,4
17031804306,17031802702,2
17031804306,17031802900,2
17031804306,17031803800,4
17031804306,17031803901,4
17031804306,17031804105,2
17031804306,17031804109,2
17031804306,17031804201,2
17031804306,17031804305,2
17031804306,17031804306,11
17031804306,17031804508,7
17031804306,17031804509,5
17031804306,17031804603,13
17031804306,17031804709,2
17031804306,17031805111,8
17031804306,17031839100,8
17031804306,17031980000,13
17031804306,17043840000,4
17031804306,17043840704,2
17031804306,17043840901,4
17031804306,17043841102,8
17031804306,17043841103,2
17031804306,17043841104,2
17031804306,17043841114,4
17031804306,17043841210,2
17031804306,17043841308,2
17031804306,17043841315,2
17031804306,17043845802,2
17031804306,17043846102,2
17031804306,17089850600,4
17031804306,17089850703,2
17031804306,17089851904,2
17031804306,17089851910,7
17031804306,17089854600,40
17031804308,17031020100,2
17031804308,17031081800,2
17031804308,17031100400,2
17031804308,17031320100,2
17031804308,17031760801,4
17031804308,17031770202,5
17031804308,17031770300,4
17031804308,17031770400,7
17031804308,17031770500,7
17031804308,17031770602,2
17031804308,17031770700,4
17031804308,17031802003,2
17031804308,17031802505,2
17031804308,17031803005,3
17031804308,17031803500,13
17031804308,17031803612,3
17031804308,17031803901,4
17031804308,17031804102,2
17031804308,17031804109,2
17031804308,17031804201,6
17031804308,17031804306,8
17031804308,17031804309,2
17031804308,17031804509,4
17031804308,17031804603,33
17031804308,17031804608,8
17031804308,17031804609,4
17031804308,17031804611,2
17031804308,17031804701,2
17031804308,17031804709,4
17031804308,17031804714,2
17031804308,17031804803,4
17031804308,17031805105,2
17031804308,17031805107,2
17031804308,17031839100,6
17031804308,17031980000,32
17031804308,17043840101,4
17031804308,17043840201,6
17031804308,17043841114,2
17031804308,17043841208,2
17031804308,17043841209,2
17031804308,17043841210,2
17031804308,17043841312,2
17031804308,17043841403,2
17031804308,17043842100,2
17031804308,17043844301,4
17031804308,17043844401,2
17031804308,17043846102,2
17031804308,17043846106,2
17031804308,17043846307,2
17031804308,17089850302,2
17031804308,17089850600,2
17031804308,17089850701,2
17031804308,17089851910,7
17031804308,17089852002,2
17031804308,17089854600,28
17031804308,17097864308,2
17031804308,17097864408,2
17031804308,17097864505,2
17031804308,17097864521,2
17031804308,17097864802,2
17031804308,17111871301,2
17031804308,17113001800,2
17031804308,17197883521,2
17031804309,17031070200,2
17031804309,17031770202,6
17031804309,17031770400,4
17031804309,17031770500,4
17031804309,17031802702,2
17031804309,17031802802,4
17031804309,17031803901,6
17031804309,17031804105,4
17031804309,17031804201,2
17031804309,17031804306,8
17031804309,17031804309,2
17031804309,17031804406,2
17031804309,17031804511,2
17031804309,17031804603,2
17031804309,17031804701,2
17031804309,17031804803,4
17031804309,17031804805,2
17031804309,17031805105,2
17031804309,17031805107,2
17031804309,17031805112,2
17031804309,17031839100,2
17031804309,17043840000,2
17031804309,17043840101,2
17031804309,17043840901,2
17031804309,17043841104,5
17031804309,17043841114,2
17031804309,17043841308,2
17031804309,17043844306,2
17031804309,17043844601,2
17031804309,17089850600,2
17031804309,17089854600,22
17031804309,17089854800,2
17031804309,17097864408,2
17031804309,17097864505,2
17031804309,17097866200,2
17031804310,17031020100,2
17031804310,17031081500,4
17031804310,17031320100,4
17031804310,17031760801,2
17031804310,17031770202,14
17031804310,17031770400,14
17031804310,17031770500,2
17031804310,17031770601,4
17031804310,17031770602,2
17031804310,17031770800,2
17031804310,17031802702,2
17031804310,17031803005,2
17031804310,17031803500,18
17031804310,17031803608,2
17031804310,17031804102,2
17031804310,17031804105,6
17031804310,17031804109,2
17031804310,17031804201,26
17031804310,17031804306,2
17031804310,17031804310,8
17031804310,17031804506,6
17031804310,17031804509,2
17031804310,17031804603,27
17031804310,17031804608,4
17031804310,17031804609,4
17031804310,17031804701,16
17031804310,17031804716,2
17031804310,17031805105,8
17031804310,17031805107,2
17031804310,17031805111,2
17031804310,17031805902,2
17031804310,17031806001,4
17031804310,17031806600,2
17031804310,17031806801,2
17031804310,17031806900,2
17031804310,17031808100,2
17031804310,17031823603,2
17031804310,17031839100,9
17031804310,17031980000,11
17031804310,17043840101,2
17031804310,17043840201,4
17031804310,17043840907,2
17031804310,17043841102,2
17031804310,17043841108,2
17031804310,17043841114,2
17031804310,17043841208,2
17031804310,17043841209,4
17031804310,17043841308,4
17031804310,17043841501,4
17031804310,17043842603,4
17031804310,17043844301,2
17031804310,17043844401,4
17031804310,17043844601,2
17031804310,17043846102,2
17031804310,17043846106,2
17031804310,17043846604,2
17031804310,17089850302,6
17031804310,17089850600,4
17031804310,17089850701,2
17031804310,17089851910,4
17031804310,17089854600,77
17031804310,17091010702,2
17031804310,17097864505,2
17031804310,17111871600,2
17031804311,17031020100,6
17031804311,17031081300,2
17031804311,17031081700,2
17031804311,17031320100,6
17031804311,17031760801,4
17031804311,17031770202,8
17031804311,17031770400,9
17031804311,17031770500,2
17031804311,17031801601,2
17031804311,17031801603,10
17031804311,17031801606,2
17031804311,17031802701,2
17031804311,17031803500,6
17031804311,17031803610,2
17031804311,17031803800,8
17031804311,17031804102,3
17031804311,17031804105,8
17031804311,17031804201,29
17031804311,17031804311,2
17031804311,17031804507,2
17031804311,17031804603,18
17031804311,17031804608,5
17031804311,17031804609,2
17031804311,17031804701,7
17031804311,17031804705,4
17031804311,17031804706,2
17031804311,17031804803,2
17031804311,17031805105,4
17031804311,17031805107,4
17031804311,17031805111,2
17031804311,17031805902,3
17031804311,17031806300,2
17031804311,17031820202,2
17031804311,17031838100,2
17031804311,17031839100,7
17031804311,17031842300,2
17031804311,17031980000,8
17031804311,17043840201,2
17031804311,17043840705,4
17031804311,17043841209,2
17031804311,17043844301,2
17031804311,17043844304,2
17031804311,17043844401,2
17031804311,17043844402,2
17031804311,17043844601,2
17031804311,17043845902,2
17031804311,17043846102,2
17031804311,17043846106,6
17031804311,17089850302,2
17031804311,17089850600,2
17031804311,17089851908,2
17031804311,17089851910,13
17031804311,17089852500,2
17031804311,17089852606,2
17031804311,17089854600,58
17031804311,17089854900,2
17031804311,17097864308,6
17031804311,17097864403,3
17031804311,17097864505,2
17031804311,17097864521,10
17031804311,17097864903,2
17031804311,17111870809,2
17031804311,17111871600,2
17031804403,17031020100,3
17031804403,17031081401,2
17031804403,17031081800,2
17031804403,17031281900,2
17031804403,17031760801,2
17031804403,17031770202,3
17031804403,17031770300,2
17031804403,17031770400,4
17031804403,17031801603,4
17031804403,17031803500,2
17031804403,17031803800,4
17031804403,17031803901,2
17031804403,17031804102,6
17031804403,17031804105,7
17031804403,17031804201,14
17031804403,17031804506,4
17031804403,17031804507,2
17031804403,17031804509,2
17031804403,17031804603,20
17031804403,17031804609,2
17031804403,17031804701,7
17031804403,17031804705,8
17031804403,17031804710,2
17031804403,17031805107,2
17031804403,17031805111,6
17031804403,17031805902,2
17031804403,17031806002,2
17031804403,17031818000,2
17031804403,17031839100,6
17031804403,17031980000,10
17031804403,17043840705,4
17031804403,17043841114,2
17031804403,17043841308,7
17031804403,17043841312,2
17031804403,17043841501,4
17031804403,17043841703,2
17031804403,17043842710,2
17031804403,17043842900,2
17031804403,17043844401,2
17031804403,17043846106,2
17031804403,17043846604,2
17031804403,17089850400,2
17031804403,17089850600,15
17031804403,17089850800,2
17031804403,17089851000,2
17031804403,17089851101,3
17031804403,17089851302,9
17031804403,17089851600,2
17031804403,17089851904,6
17031804403,17089851908,7
17031804403,17089851909,7
17031804403,17089851910,13
17031804403,17089854600,127
17031804403,17089854900,2
17031804403,17097864308,2
17031804403,17097864403,2
17031804403,17097864505,2
17031804403,17097866200,2
17031804403,17197880114,2
17031804403,17197883100,2
17031804404,17031081401,3
17031804404,17031100400,2
17031804404,17031243300,2
17031804404,17031770202,4
17031804404,17031770400,5
17031804404,17031770500,2
17031804404,17031802702,2
17031804404,17031803800,3
17031804404,17031804201,8
17031804404,17031804202,2
17031804404,17031804403,2
17031804404,17031804404,4
17031804404,17031804406,8
17031804404,17031804505,2
17031804404,17031804507,7
17031804404,17031804508,2
17031804404,17031804509,2
17031804404,17031804603,13
17031804404,17031804609,4
17031804404,17031804701,2
17031804404,17031804709,2
17031804404,17031804714,4
17031804404,17031804803,2
17031804404,17031805105,2
17031804404,17031806600,4
17031804404,17031806900,2
17031804404,17031839100,6
17031804404,17031980000,9
17031804404,17043841308,4
17031804404,17043841322,2
17031804404,17043841504,2
17031804404,17043846106,2
17031804404,17043846701,2
17031804404,17043846702,3
17031804404,17089850106,2
17031804404,17089850202,2
17031804404,17089850302,5
17031804404,17089850400,2
17031804404,17089850500,2
17031804404,17089850600,25
17031804404,17089851101,8
17031804404,17089851302,6
17031804404,17089851500,4
17031804404,17089851600,3
17031804404,17089851904,7
17031804404,17089851907,4
17031804404,17089851908,2
17031804404,17089851909,4
17031804404,17089851910,20
17031804404,17089852001,4
17031804404,17089852002,8
17031804404,17089852606,2
17031804404,17089852803,2
17031804404,17089854600,78
17031804404,17089854700,2
17031804404,17089854900,2
17031804404,17097864402,2
17031804404,17111871306,2
17031804405,17031081800,2
17031804405,17031151200,2
17031804405,17031281900,2
17031804405,17031461000,2
17031804405,17031770400,2
17031804405,17031770602,2
17031804405,17031770700,2
17031804405,17031803005,2
17031804405,17031803008,2
17031804405,17031803012,2
17031804405,17031803017,2
17031804405,17031803500,4
17031804405,17031804201,6
17031804405,17031804405,3
17031804405,17031804505,4
17031804405,17031804507,4
17031804405,17031804603,8
17031804405,17031804609,2
17031804405,17031804803,5
17031804405,17031805107,2
17031804405,17031805111,3
17031804405,17031806600,2
17031804405,17031811302,2
17031804405,17031820902,2
17031804405,17031839100,2
17031804405,17031980000,2
17031804405,17043841308,8
17031804405,17043841312,2
17031804405,17043841315,3
17031804405,17043842710,2
17031804405,17043844301,2
17031804405,17089850302,2
17031804405,17089850600,18
17031804405,17089851000,4
17031804405,17089851101,2
17031804405,17089851302,10
17031804405,17089851500,2
17031804405,17089851600,2
17031804405,17089851904,8
17031804405,17089851907,4
17031804405,17089851908,2
17031804405,17089851910,13
17031804405,17089852001,10
17031804405,17089852002,6
17031804405,17089852202,6
17031804405,17089853300,2
17031804405,17089854600,80
17031804405,17089854900,8
17031804405,17097864307,2
17031804405,17097864402,2
17031804405,17197880121,2
17031804405,17201003709,2
17031804406,17031020100,2
17031804406,17031081300,2
17031804406,17031243300,7
17031804406,17031770202,3
17031804406,17031770602,2
17031804406,17031803017,2
17031804406,17031803800,2
17031804406,17031804109,2
17031804406,17031804201,2
17031804406,17031804406,4
17031804406,17031804505,2
17031804406,17031804507,2
17031804406,17031804603,16
17031804406,17031804701,8
17031804406,17031804803,2
17031804406,17031805111,2
17031804406,17031809000,2
17031804406,17031818300,2
17031804406,17031839100,4
17031804406,17031980000,8
17031804406,17043840000,4
17031804406,17043840101,2
17031804406,17043840802,2
17031804406,17043841004,2
17031804406,17043841114,2
17031804406,17043841208,3
17031804406,17043841210,2
17031804406,17043841322,2
17031804406,17043841325,2
17031804406,17043841403,2
17031804406,17043841501,2
17031804406,17043844201,2
17031804406,17043844301,2
17031804406,17043846604,2
17031804406,17089850301,2
17031804406,17089850500,2
17031804406,17089850600,22
17031804406,17089851101,2
17031804406,17089851302,5
17031804406,17089851600,2
17031804406,17089851801,2
17031804406,17089851904,14
17031804406,17089851905,2
17031804406,17089851908,2
17031804406,17089851910,17
17031804406,17089852002,12
17031804406,17089853300,2
17031804406,17089854600,62
17031804406,17089854900,2
17031804406,17097864308,2
17031804406,17097864402,2
17031804505,17031770400,2
17031804505,17031803701,2
17031804505,17031803901,2
17031804505,17031804102,3
17031804505,17031804505,28
17031804505,17031804603,6
17031804505,17031804701,2
17031804505,17031805107,2
17031804505,17031805111,2
17031804505,17031811800,2
17031804505,17031822102,2
17031804505,17031839100,4
17031804505,17031980000,2
17031804505,17043840201,2
17031804505,17043841102,2
17031804505,17043841104,2
17031804505,17043841114,6
17031804505,17043841208,2
17031804505,17043841209,4
17031804505,17043841210,2
17031804505,17043841308,3
17031804505,17043841316,6
17031804505,17043841403,2
17031804505,17043841704,2
17031804505,17043842603,2
17031804505,17043846106,2
17031804505,17089851908,2
17031804505,17089851910,5
17031804505,17089852202,2
17031804505,17089854600,30
17031804505,17097864308,3
17031804505,17097864520,2
17031804505,17097864802,2
17031804505,17113001800,2
17031804505,17115001100,2
17031804506,17031770202,4
17031804506,17031770400,4
17031804506,17031770602,2
17031804506,17031770700,2
17031804506,17031801606,2
17031804506,17031803500,4
17031804506,17031803901,2
17031804506,17031804105,2
17031804506,17031804201,2
17031804506,17031804306,2
17031804506,17031804505,8
17031804506,17031804506,6
17031804506,17031804507,2
17031804506,17031804509,9
17031804506,17031804603,5
17031804506,17031804608,2
17031804506,17031804701,11
17031804506,17031804803,2
17031804506,17031805107,2
17031804506,17031805111,2
17031804506,17031806501,2
17031804506,17031806600,2
17031804506,17031807800,2
17031804506,17031808800,2
17031804506,17031811500,2
17031804506,17031820902,2
17031804506,17031839100,4
17031804506,17031980000,6
17031804506,17043840000,2
17031804506,17043840101,2
17031804506,17043840201,8
17031804506,17043840705,2
17031804506,17043841102,2
17031804506,17043841104,2
17031804506,17043841114,2
17031804506,17043841210,2
17031804506,17043841316,2
17031804506,17043841325,2
17031804506,17043841403,3
17031804506,17043841801,2
17031804506,17043842710,2
17031804506,17043844401,2
17031804506,17043846102,2
17031804506,17089851910,4
17031804506,17089854600,49
17031804506,17097863702,2
17031804506,17097864521,2
17031804506,17115001100,2
17031804507,17031020100,10
17031804507,17031063000,2
17031804507,17031081500,2
17031804507,17031320100,2
17031804507,17031710900,2
17031804507,17031760801,2
17031804507,17031770202,23
17031804507,17031770300,4
17031804507,17031770400,20
17031804507,17031770601,2
17031804507,17031770700,6
17031804507,17031770800,2
17031804507,17031801603,2
17031804507,17031801606,2
17031804507,17031802505,5
17031804507,17031803005,5
17031804507,17031803500,7
17031804507,17031803901,6
17031804507,17031804105,6
17031804507,17031804201,25
17031804507,17031804202,2
17031804507,17031804306,2
17031804507,17031804505,2
17031804507,17031804506,2
17031804507,17031804507,9
17031804507,17031804509,2
17031804507,17031804603,39
17031804507,17031804606,2
17031804507,17031804608,13
17031804507,17031804609,12
17031804507,17031804701,16
17031804507,17031804705,2
17031804507,17031804711,2
17031804507,17031804803,2
17031804507,17031804804,2
17031804507,17031804808,2
17031804507,17031804901,2
17031804507,17031805107,6
17031804507,17031805111,2
17031804507,17031806001,2
17031804507,17031808301,2
17031804507,17031811302,2
17031804507,17031811701,2
17031804507,17031811800,2
17031804507,17031817600,2
17031804507,17031839100,17
17031804507,17031980000,22
17031804507,17043840101,6
17031804507,17043840201,6
17031804507,17043840303,4
17031804507,17043840704,2
17031804507,17043840901,4
17031804507,17043840904,2
17031804507,17043840907,2
17031804507,17043841102,4
17031804507,17043841104,4
17031804507,17043841111,2
17031804507,17043841113,2
17031804507,17043841114,4
17031804507,17043841208,2
17031804507,17043841209,2
17031804507,17043841308,10
17031804507,17043841312,2
17031804507,17043841316,7
17031804507,17043841325,2
17031804507,17043841326,2
17031804507,17043841403,8
17031804507,17043841501,2
17031804507,17043841504,2
17031804507,17043841606,2
17031804507,17043841703,4
17031804507,17043841704,2
17031804507,17043842500,2
17031804507,17043842603,4
17031804507,17043844301,2
17031804507,17043844304,6
17031804507,17043844306,2
17031804507,17043844401,2
17031804507,17043844601,5
17031804507,17043844602,6
17031804507,17043846102,2
17031804507,17043846106,6
17031804507,17089850302,4
17031804507,17089850600,5
17031804507,17089851904,4
17031804507,17089851907,2
17031804507,17089851908,2
17031804507,17089851910,20
17031804507,17089852002,7
17031804507,17089852202,2
17031804507,17089854600,115
17031804507,17089854900,8
17031804507,17097863500,2
17031804507,17097863601,2
17031804507,17097864306,2
17031804507,17097864308,5
17031804507,17097864505,4
17031804507,17097864521,2
17031804507,17097864904,2
17031804507,17111871206,2
17031804507,17143001500,2
17031804507,17197881116,2
17031804507,17197883521,3
17031804508,17031020100,2
17031804508,17031081300,2
17031804508,17031081800,2
17031804508,17031243300,2
17031804508,17031770202,3
17031804508,17031770300,4
17031804508,17031770500,2
17031804508,17031770601,2
17031804508,17031770602,2
17031804508,17031801603,5
17031804508,17031801607,2
17031804508,17031801608,3
17031804508,17031802701,2
17031804508,17031803500,4
17031804508,17031803901,2
17031804508,17031804109,4
17031804508,17031804201,8
17031804508,17031804505,5
17031804508,17031804508,9
17031804508,17031804509,10
17031804508,17031804603,13
17031804508,17031804608,3
17031804508,17031804609,8
17031804508,17031804714,2
17031804508,17031804803,4
17031804508,17031805105,7
17031804508,17031805106,2
17031804508,17031805107,4
17031804508,17031805902,2
17031804508,17031806001,2
17031804508,17031806104,2
17031804508,17031811302,2
17031804508,17031811800,2
17031804508,17031818000,2
17031804508,17031822102,2
17031804508,17031836200,2
17031804508,17031839100,12
17031804508,17031980000,4
17031804508,17037000800,2
17031804508,17043840101,3
17031804508,17043840201,6
17031804508,17043841102,5
17031804508,17043841114,4
17031804508,17043841209,7
17031804508,17043841312,2
17031804508,17043841403,3
17031804508,17043841501,2
17031804508,17043841704,4
17031804508,17043842900,2
17031804508,17043844301,5
17031804508,17043844402,2
17031804508,17043844601,2
17031804508,17043845802,2
17031804508,17089850202,3
17031804508,17089850400,2
17031804508,17089851101,2
