RESIDENCE,WORKPLACE,JOBS
17089852402,17043842500,2
17089852402,17043842603,2
17089852402,17043844301,2
17089852402,17043844401,2
17089852402,17043844601,6
17089852402,17043846002,4
17089852402,17043846405,2
17089852402,17043846504,2
17089852402,17043846509,4
17089852402,17043846518,2
17089852402,17089852001,6
17089852402,17089852002,9
17089852402,17089852003,2
17089852402,17089852201,2
17089852402,17089852202,88
17089852402,17089852300,4
17089852402,17089852402,12
17089852402,17089852403,18
17089852402,17089852500,2
17089852402,17089852601,17
17089852402,17089852606,11
17089852402,17089852700,2
17089852402,17089852808,6
17089852402,17089854501,6
17089852402,17089854600,2
17089852402,17089854800,11
17089852402,17093890600,2
17089852403,17031081401,2
17089852403,17031801608,2
17089852403,17031804803,2
17089852403,17031808800,2
17089852403,17031811302,2
17089852403,17031831500,2
17089852403,17037000500,2
17089852403,17037000600,2
17089852403,17037001600,2
17089852403,17037001700,6
17089852403,17043841208,2
17089852403,17043841501,2
17089852403,17043842500,2
17089852403,17043842603,2
17089852403,17043846504,2
17089852403,17089851101,2
17089852403,17089851302,2
17089852403,17089852202,6
17089852403,17089852403,43
17089852403,17089852808,4
17089852403,17089853001,2
17089852403,17089854001,2
17089852403,17089854501,4
17089852403,17089854504,11
17089852403,17089854800,4
17089852403,17093890400,2
17089852403,17167001300,2
17089852403,17201001000,2
17089852500,17031320100,2
17089852500,17031770400,2
17089852500,17031804201,2
17089852500,17031804603,2
17089852500,17031804713,2
17089852500,17031818500,2
17089852500,17031820902,2
17089852500,17031839100,14
17089852500,17031843700,2
17089852500,17031980000,2
17089852500,17037001002,2
17089852500,17043840201,2
17089852500,17043841104,2
17089852500,17043841208,2
17089852500,17043841308,2
17089852500,17043841312,2
17089852500,17043841403,25
17089852500,17043841501,2
17089852500,17043841503,2
17089852500,17043841703,2
17089852500,17043842000,2
17089852500,17043842603,2
17089852500,17043844501,2
17089852500,17043844601,4
17089852500,17043846003,2
17089852500,17043846102,2
17089852500,17043846104,2
17089852500,17043846106,6
17089852500,17043846405,2
17089852500,17043846504,2
17089852500,17089850302,3
17089852500,17089852001,6
17089852500,17089852002,12
17089852500,17089852003,2
17089852500,17089852102,2
17089852500,17089852202,14
17089852500,17089852403,2
17089852500,17089852500,28
17089852500,17089852601,79
17089852500,17089852606,16
17089852500,17089852700,9
17089852500,17089852803,5
17089852500,17089852808,6
17089852500,17089853100,4
17089852500,17089854001,2
17089852500,17089854504,4
17089852500,17089854600,9
17089852500,17089854800,12
17089852500,17093890102,4
17089852500,17097864505,2
17089852500,17197880202,2
17089852601,17031081401,2
17089852601,17031804201,2
17089852601,17031816500,2
17089852601,17031838100,2
17089852601,17031839100,2
17089852601,17031980000,2
17089852601,17037001002,2
17089852601,17043840904,2
17089852601,17043841403,6
17089852601,17043841501,4
17089852601,17043841703,2
17089852601,17043841706,2
17089852601,17043842100,2
17089852601,17043842603,4
17089852601,17043842605,2
17089852601,17043842710,2
17089852601,17043844401,4
17089852601,17043844402,2
17089852601,17043844601,2
17089852601,17043846003,2
17089852601,17043846106,2
17089852601,17043846405,6
17089852601,17043846411,2
17089852601,17043846413,2
17089852601,17043846518,2
17089852601,17089851904,2
17089852601,17089852001,2
17089852601,17089852002,6
17089852601,17089852003,9
17089852601,17089852202,22
17089852601,17089852300,3
17089852601,17089852500,6
17089852601,17089852601,117
17089852601,17089852606,16
17089852601,17089852700,9
17089852601,17089852808,10
17089852601,17089852905,2
17089852601,17089852906,2
17089852601,17089852907,2
17089852601,17089853100,2
17089852601,17089853900,2
17089852601,17089854001,2
17089852601,17089854501,2
17089852601,17089854503,2
17089852601,17089854504,4
17089852601,17089854600,6
17089852601,17089854700,2
17089852601,17089854800,11
17089852601,17089854900,2
17089852606,17031050600,2
17089852606,17031081300,2
17089852606,17031081401,2
17089852606,17031281900,2
17089852606,17031801603,2
17089852606,17031804105,2
17089852606,17031804603,6
17089852606,17031820902,2
17089852606,17031839100,11
17089852606,17037001002,4
17089852606,17043841312,2
17089852606,17043841403,6
17089852606,17043841501,4
17089852606,17043841703,2
17089852606,17043841901,2
17089852606,17043842000,2
17089852606,17043842100,2
17089852606,17043842300,2
17089852606,17043842710,3
17089852606,17043844306,5
17089852606,17043844401,2
17089852606,17043844502,2
17089852606,17043844601,4
17089852606,17043846106,2
17089852606,17043846209,2
17089852606,17043846413,2
17089852606,17043846509,5
17089852606,17043846518,2
17089852606,17089852002,4
17089852606,17089852102,4
17089852606,17089852202,7
17089852606,17089852403,2
17089852606,17089852500,4
17089852606,17089852601,51
17089852606,17089852606,33
17089852606,17089852700,14
17089852606,17089852803,2
17089852606,17089852808,18
17089852606,17089854001,2
17089852606,17089854302,2
17089852606,17089854504,7
17089852606,17089854800,11
17089852606,17093890101,2
17089852606,17097864801,2
17089852606,17097866200,2
17089852606,17197880202,2
17089852700,17031770400,2
17089852700,17031804105,2
17089852700,17031804201,2
17089852700,17031808702,2
17089852700,17031818500,2
17089852700,17031830900,2
17089852700,17031839100,4
17089852700,17031980000,5
17089852700,17037001002,4
17089852700,17043841111,2
17089852700,17043841114,2
17089852700,17043841209,2
17089852700,17043841307,2
17089852700,17043841308,2
17089852700,17043841312,4
17089852700,17043841403,2
17089852700,17043841501,10
17089852700,17043841503,2
17089852700,17043841604,2
17089852700,17043841606,2
17089852700,17043842000,2
17089852700,17043842602,2
17089852700,17043842603,2
17089852700,17043842605,2
17089852700,17043844601,2
17089852700,17043845803,2
17089852700,17043846102,2
17089852700,17043846518,2
17089852700,17089852001,2
17089852700,17089852002,4
17089852700,17089852003,4
17089852700,17089852202,5
17089852700,17089852403,2
17089852700,17089852500,8
17089852700,17089852601,30
17089852700,17089852606,7
17089852700,17089852700,78
17089852700,17089852803,4
17089852700,17089852805,2
17089852700,17089852808,33
17089852700,17089852905,4
17089852700,17089852906,2
17089852700,17089853900,4
17089852700,17089854001,6
17089852700,17089854302,6
17089852700,17089854504,2
17089852700,17089854600,4
17089852700,17089854800,6
17089852700,17097864308,2
17089852803,17031020100,2
17089852803,17031081401,2
17089852803,17031804603,4
17089852803,17031980000,3
17089852803,17037001002,4
17089852803,17043840904,2
17089852803,17043840910,2
17089852803,17043841204,2
17089852803,17043841403,5
17089852803,17043841501,10
17089852803,17043841704,2
17089852803,17043842500,3
17089852803,17043842603,6
17089852803,17043844401,7
17089852803,17043844601,2
17089852803,17043846106,2
17089852803,17043846405,4
17089852803,17043846509,2
17089852803,17043846518,2
17089852803,17089851908,2
17089852803,17089852001,2
17089852803,17089852102,2
17089852803,17089852202,10
17089852803,17089852500,17
17089852803,17089852601,9
17089852803,17089852606,14
17089852803,17089852700,55
17089852803,17089852803,19
17089852803,17089852805,4
17089852803,17089852807,2
17089852803,17089852808,25
17089852803,17089852905,2
17089852803,17089853001,2
17089852803,17089853004,2
17089852803,17089853100,2
17089852803,17089853400,2
17089852803,17089854001,4
17089852803,17089854504,2
17089852803,17089854600,2
17089852803,17089854800,6
17089852805,17031243300,2
17089852805,17031770202,2
17089852805,17031806600,2
17089852805,17031839100,6
17089852805,17031980000,2
17089852805,17043840705,2
17089852805,17043841209,2
17089852805,17043841210,4
17089852805,17043841312,2
17089852805,17043841403,4
17089852805,17043841501,8
17089852805,17043842500,4
17089852805,17043842710,2
17089852805,17043844601,2
17089852805,17043846003,2
17089852805,17043846104,2
17089852805,17043846405,2
17089852805,17043846411,2
17089852805,17043846504,2
17089852805,17043846509,2
17089852805,17043846518,2
17089852805,17089850302,2
17089852805,17089850600,2
17089852805,17089851910,4
17089852805,17089852001,2
17089852805,17089852202,2
17089852805,17089852300,2
17089852805,17089852500,4
17089852805,17089852601,7
17089852805,17089852606,4
17089852805,17089852700,18
17089852805,17089852803,4
17089852805,17089852805,14
17089852805,17089852806,4
17089852805,17089852808,14
17089852805,17089852906,4
17089852805,17089853001,2
17089852805,17089853100,12
17089852805,17089853600,2
17089852805,17089853900,2
17089852805,17089854001,6
17089852805,17089854302,9
17089852805,17089854504,4
17089852805,17089854700,2
17089852805,17089854800,4
17089852805,17093890102,2
17089852805,17093890600,2
17089852805,17167000800,2
17089852806,17031081401,2
17089852806,17031081600,2
17089852806,17031243300,2
17089852806,17031770500,2
17089852806,17031804603,4
17089852806,17031804701,2
17089852806,17031811301,2
17089852806,17031820902,2
17089852806,17031839100,4
17089852806,17043841312,5
17089852806,17043841403,14
17089852806,17043841501,2
17089852806,17043842500,5
17089852806,17043842603,4
17089852806,17043842605,2
17089852806,17043842710,2
17089852806,17043843500,2
17089852806,17043844401,8
17089852806,17043846106,6
17089852806,17043846405,4
17089852806,17043846504,9
17089852806,17043846518,2
17089852806,17089852202,2
17089852806,17089852500,13
17089852806,17089852601,2
17089852806,17089852606,4
17089852806,17089852700,52
17089852806,17089852803,2
17089852806,17089852806,4
17089852806,17089852808,45
17089852806,17089852903,6
17089852806,17089852905,4
17089852806,17089853001,2
17089852806,17089853100,6
17089852806,17089854001,8
17089852806,17197880305,6
17089852807,17031081401,2
17089852807,17031803901,2
17089852807,17031804105,2
17089852807,17031808800,2
17089852807,17031839100,5
17089852807,17031843300,2
17089852807,17037001002,4
17089852807,17043841312,2
17089852807,17043841403,7
17089852807,17043841501,2
17089852807,17043842605,2
17089852807,17043842710,2
17089852807,17043843000,2
17089852807,17043844301,2
17089852807,17043844601,2
17089852807,17043846102,2
17089852807,17043846104,2
17089852807,17043846106,2
17089852807,17043846405,2
17089852807,17043846504,4
17089852807,17089851910,2
17089852807,17089852202,2
17089852807,17089852500,4
17089852807,17089852606,2
17089852807,17089852700,15
17089852807,17089852807,2
17089852807,17089852808,7
17089852807,17089852905,2
17089852807,17089853004,5
17089852807,17089853005,2
17089852807,17089853100,2
17089852807,17089854001,7
17089852807,17089854302,2
17089852807,17089854600,2
17089852807,17093890102,2
17089852807,17093890400,2
17089852808,17031770202,2
17089852808,17031804603,2
17089852808,17031805107,2
17089852808,17031839100,6
17089852808,17043840802,2
17089852808,17043841114,2
17089852808,17043841403,10
17089852808,17043841503,2
17089852808,17043841703,2
17089852808,17043842603,2
17089852808,17043844401,4
17089852808,17043846004,2
17089852808,17043846405,6
17089852808,17043846411,2
17089852808,17043846413,2
17089852808,17043846504,4
17089852808,17043846509,2
17089852808,17043846518,4
17089852808,17043846519,2
17089852808,17089851904,4
17089852808,17089852002,2
17089852808,17089852202,5
17089852808,17089852300,4
17089852808,17089852403,2
17089852808,17089852500,13
17089852808,17089852601,4
17089852808,17089852606,16
17089852808,17089852700,43
17089852808,17089852803,4
17089852808,17089852808,93
17089852808,17089852905,2
17089852808,17089852906,4
17089852808,17089852907,2
17089852808,17089853004,6
17089852808,17089853008,2
17089852808,17089853100,11
17089852808,17089853900,7
17089852808,17089854001,2
17089852808,17089854302,4
17089852808,17089854400,2
17089852808,17089854504,2
17089852808,17089854600,2
17089852808,17089854700,4
17089852808,17089854800,6
17089852808,17093890101,2
17089852808,17093890102,2
17089852903,17031243300,10
17089852903,17031805111,2
17089852903,17031839100,2
17089852903,17043840704,5
17089852903,17043841403,6
17089852903,17043841606,2
17089852903,17043844301,2
17089852903,17043844601,2
17089852903,17043845802,2
17089852903,17043846102,2
17089852903,17043846405,2
17089852903,17043846411,9
17089852903,17043846413,4
17089852903,17043846504,10
17089852903,17043846507,4
17089852903,17043846509,3
17089852903,17043846518,2
17089852903,17043846519,6
17089852903,17089852002,6
17089852903,17089852500,6
17089852903,17089852606,2
17089852903,17089852803,6
17089852903,17089852808,2
17089852903,17089852903,20
17089852903,17089852905,4
17089852903,17089852906,2
17089852903,17089853001,8
17089852903,17089853100,2
17089852903,17089853600,4
17089852903,17089853900,2
17089852903,17089854001,5
17089852903,17089854302,11
17089852903,17089854700,10
17089852903,17093890102,4
17089852903,17097864408,2
17089852903,17197880121,4
17089852904,17031081401,2
17089852904,17031804803,2
17089852904,17043840101,2
17089852904,17043846409,3
17089852904,17043846411,4
17089852904,17043846507,2
17089852904,17043846509,4
17089852904,17089852903,6
17089852904,17089852904,2
17089852904,17089853600,4
17089852904,17089854001,4
17089852904,17089854002,2
17089852904,17089854302,4
17089852904,17089854700,2
17089852904,17093890301,2
17089852904,17197880121,2
17089852905,17031081401,3
17089852905,17031243300,9
17089852905,17031804803,2
17089852905,17043842603,2
17089852905,17043846507,10
17089852905,17043846518,9
17089852905,17043846519,2
17089852905,17089852002,6
17089852905,17089852403,2
17089852905,17089852500,4
17089852905,17089852606,4
17089852905,17089852700,2
17089852905,17089852803,4
17089852905,17089852808,2
17089852905,17089852903,6
17089852905,17089852905,13
17089852905,17089852906,10
17089852905,17089853001,6
17089852905,17089853004,5
17089852905,17089853005,4
17089852905,17089853007,4
17089852905,17089853008,5
17089852905,17089853100,7
17089852905,17089853400,12
17089852905,17089854001,10
17089852905,17089854002,18
17089852905,17089854302,2
17089852905,17089854503,2
17089852905,17089854504,2
17089852905,17089854700,6
17089852905,17089854800,2
17089852905,17093890102,2
17089852905,17097864801,6
17089852905,17197880120,2
17089852905,17197880121,2
17089852906,17031243300,9
17089852906,17031804603,3
17089852906,17031804803,2
17089852906,17031805111,2
17089852906,17031808800,2
17089852906,17031839100,2
17089852906,17031842200,2
17089852906,17043841308,2
17089852906,17043841312,2
17089852906,17043841403,4
17089852906,17043841501,17
17089852906,17043841503,2
17089852906,17043841504,8
17089852906,17043844601,2
17089852906,17043846003,2
17089852906,17043846102,2
17089852906,17043846106,5
17089852906,17043846405,4
17089852906,17043846409,2
17089852906,17043846411,6
17089852906,17043846412,2
17089852906,17043846413,6
17089852906,17043846504,7
17089852906,17043846507,12
17089852906,17043846509,2
17089852906,17043846514,2
17089852906,17043846517,2
17089852906,17043846518,5
17089852906,17043846519,6
17089852906,17089852002,5
17089852906,17089852500,14
17089852906,17089852606,5
17089852906,17089852700,4
17089852906,17089852808,7
17089852906,17089852903,2
17089852906,17089852905,2
17089852906,17089852906,38
17089852906,17089852907,3
17089852906,17089853004,12
17089852906,17089853005,2
17089852906,17089853007,2
17089852906,17089853200,2
17089852906,17089853300,4
17089852906,17089853400,3
17089852906,17089853900,6
17089852906,17089854001,6
17089852906,17089854002,2
17089852906,17089854302,11
17089852906,17089854400,2
17089852906,17089854700,4
17089852906,17089854800,2
17089852906,17093890101,2
17089852906,17093890102,2
17089852906,17093890301,2
17089852906,17093890500,2
17089852906,17097864801,2
17089852907,17031081401,2
17089852907,17031100400,2
17089852907,17031221600,2
17089852907,17031243300,7
17089852907,17031281900,2
17089852907,17031320400,2
17089852907,17031805111,4
17089852907,17031839100,2
17089852907,17031980000,2
17089852907,17037001500,2
17089852907,17043846102,2
17089852907,17043846409,2
17089852907,17043846410,7
17089852907,17043846411,2
17089852907,17043846412,2
17089852907,17043846504,2
17089852907,17043846507,17
17089852907,17043846509,4
17089852907,17043846518,6
17089852907,17089851600,2
17089852907,17089852002,2
17089852907,17089852500,2
17089852907,17089852601,2
17089852907,17089852803,2
17089852907,17089852808,2
17089852907,17089852903,20
17089852907,17089852905,4
17089852907,17089852906,8
17089852907,17089852907,6
17089852907,17089853001,9
17089852907,17089853007,6
17089852907,17089853008,2
17089852907,17089853100,2
17089852907,17089853200,2
17089852907,17089853300,2
17089852907,17089853400,6
17089852907,17089853600,5
17089852907,17089854002,4
17089852907,17089854302,21
17089852907,17089854504,2
17089852907,17097861105,3
17089852907,17177001200,2
17089852907,17197880202,2
17089852907,17197880309,2
17089853001,17031020100,2
17089853001,17031243300,3
17089853001,17031816402,3
17089853001,17031839100,2
17089853001,17037001500,2
17089853001,17043841403,9
17089853001,17043841607,2
17089853001,17043842603,2
17089853001,17043844402,2
17089853001,17043845811,2
17089853001,17043846106,2
17089853001,17043846313,2
17089853001,17043846405,2
17089853001,17043846413,4
17089853001,17043846504,4
17089853001,17043846507,2
17089853001,17043846509,3
17089853001,17043846514,2
17089853001,17043846517,3
17089853001,17089852002,3
17089853001,17089852202,5
17089853001,17089852500,4
17089853001,17089852601,2
17089853001,17089852606,6
17089853001,17089852700,2
17089853001,17089852803,4
17089853001,17089852808,11
17089853001,17089852906,6
17089853001,17089852907,5
17089853001,17089853001,10
17089853001,17089853004,2
17089853001,17089853100,10
17089853001,17089854001,18
17089853001,17089854002,4
17089853001,17089854302,15
17089853001,17089854501,2
17089853001,17089854504,2
17089853001,17089854700,2
17089853001,17089854800,2
17089853001,17197880120,2
17089853004,17031243300,2
17089853004,17031770400,2
17089853004,17043841403,2
17089853004,17043841501,2
17089853004,17043846003,2
17089853004,17043846410,2
17089853004,17043846413,4
17089853004,17043846504,2
17089853004,17043846517,2
17089853004,17043846518,2
17089853004,17043846519,4
17089853004,17043846524,2
17089853004,17089852002,2
17089853004,17089852500,8
17089853004,17089852601,4
17089853004,17089852606,9
17089853004,17089852700,3
17089853004,17089852803,7
17089853004,17089852806,2
17089853004,17089852807,2
17089853004,17089852808,5
17089853004,17089852906,10
17089853004,17089853001,2
17089853004,17089853004,5
17089853004,17089853100,22
17089853004,17089853900,2
17089853004,17089854001,3
17089853004,17089854302,4
17089853004,17089854400,2
17089853004,17089854504,2
17089853004,17089854700,2
17089853004,17097864801,2
17089853004,17167001300,2
17089853004,17197880105,2
17089853004,17197880120,2
17089853004,17197880121,2
17089853005,17031070200,2
17089853005,17031243300,2
17089853005,17031801500,2
17089853005,17031801603,2
17089853005,17031806600,2
17089853005,17043841403,4
17089853005,17043841501,6
17089853005,17043844601,2
17089853005,17043846003,2
17089853005,17043846203,2
17089853005,17043846405,2
17089853005,17043846411,5
17089853005,17043846413,4
17089853005,17043846504,6
17089853005,17043846507,18
17089853005,17043846509,26
17089853005,17043846514,3
17089853005,17043846517,2
17089853005,17043846518,9
17089853005,17043846519,3
17089853005,17089852002,6
17089853005,17089852202,2
17089853005,17089852403,2
17089853005,17089852500,8
17089853005,17089852601,3
17089853005,17089852606,3
17089853005,17089852803,8
17089853005,17089852903,10
17089853005,17089852905,19
17089853005,17089852906,15
17089853005,17089852907,12
17089853005,17089853001,16
17089853005,17089853004,7
17089853005,17089853005,3
17089853005,17089853006,3
17089853005,17089853008,4
17089853005,17089853100,32
17089853005,17089853200,2
17089853005,17089854001,34
17089853005,17089854002,18
17089853005,17089854302,15
17089853005,17089854400,4
17089853005,17089854501,2
17089853005,17089854700,20
17089853005,17089854800,2
17089853005,17093890101,2
17089853005,17093890301,10
17089853005,17093890400,2
17089853005,17093890500,2
17089853005,17097861105,2
17089853005,17097861604,2
17089853005,17097864801,2
17089853005,17197880111,2
17089853005,17197880202,2
17089853005,17197880309,2
17089853005,17197880314,6
17089853005,17197880404,2
17089853005,17197882802,2
17089853006,17031801500,2
17089853006,17031805111,3
17089853006,17037001002,2
17089853006,17043841308,2
17089853006,17043841403,3
17089853006,17043846413,2
17089853006,17043846504,2
17089853006,17043846509,2
17089853006,17043846517,2
17089853006,17043846518,4
17089853006,17043846519,2
17089853006,17089852002,2
17089853006,17089852500,3
17089853006,17089852606,3
17089853006,17089852803,8
17089853006,17089852808,11
17089853006,17089852905,6
17089853006,17089852906,2
17089853006,17089853008,2
17089853006,17089853100,32
17089853006,17089853200,2
17089853006,17089853600,2
17089853006,17089853900,4
17089853006,17089854001,10
17089853006,17089854002,2
17089853006,17089854302,6
17089853006,17089854400,2
17089853006,17089854700,5
17089853006,17093890102,2
17089853006,17093890301,2
17089853007,17031081201,2
17089853007,17031081401,2
17089853007,17031100400,4
17089853007,17031243300,14
17089853007,17031804609,2
17089853007,17031807600,2
17089853007,17031814700,2
17089853007,17031817600,2
17089853007,17031820101,3
17089853007,17031831400,2
17089853007,17037001500,2
17089853007,17043841102,2
17089853007,17043841210,2
17089853007,17043841403,2
17089853007,17043841501,2
17089853007,17043842601,2
17089853007,17043844601,4
17089853007,17043845802,2
17089853007,17043846106,2
17089853007,17043846203,2
17089853007,17043846405,2
17089853007,17043846412,2
17089853007,17043846413,2
17089853007,17043846504,6
17089853007,17043846507,6
17089853007,17043846509,3
17089853007,17043846518,4
17089853007,17043846519,8
17089853007,17089851302,2
17089853007,17089852002,14
17089853007,17089852003,2
17089853007,17089852500,5
17089853007,17089852700,4
17089853007,17089852808,4
17089853007,17089852903,17
17089853007,17089852905,13
17089853007,17089852906,2
17089853007,17089853001,7
17089853007,17089853004,2
17089853007,17089853005,7
17089853007,17089853007,13
17089853007,17089853008,4
17089853007,17089853100,26
17089853007,17089853200,6
17089853007,17089853300,2
17089853007,17089853600,4
17089853007,17089854001,23
17089853007,17089854002,25
17089853007,17089854302,10
17089853007,17089854700,16
17089853007,17089854800,4
17089853007,17093890101,3
17089853007,17093890102,2
17089853007,17093890301,4
17089853007,17093890400,8
17089853007,17197880121,2
17089853007,17197880309,2
17089853007,17197880310,6
17089853008,17031243300,4
17089853008,17031823602,2
17089853008,17031836200,2
17089853008,17031839100,2
17089853008,17043841312,2
17089853008,17043846411,5
17089853008,17043846504,2
17089853008,17043846507,4
17089853008,17043846509,2
17089853008,17043846519,4
17089853008,17089852002,9
17089853008,17089852500,12
17089853008,17089852606,2
17089853008,17089852803,4
17089853008,17089852808,7
17089853008,17089852903,10
17089853008,17089852905,8
17089853008,17089852906,8
17089853008,17089852907,2
17089853008,17089853001,14
17089853008,17089853004,9
17089853008,17089853008,16
17089853008,17089853100,20
17089853008,17089853500,2
17089853008,17089853600,2
17089853008,17089853900,2
17089853008,17089854001,15
17089853008,17089854002,9
17089853008,17089854302,4
17089853008,17089854503,2
17089853008,17089854700,17
17089853008,17097861105,2
17089853008,17197880121,2
17089853100,17031200200,2
17089853100,17031243300,6
17089853100,17031804803,2
17089853100,17043846405,2
17089853100,17043846411,2
17089853100,17043846519,2
17089853100,17089852002,2
17089853100,17089852500,8
17089853100,17089852606,4
17089853100,17089852803,4
17089853100,17089852903,4
17089853100,17089853001,2
17089853100,17089853100,10
17089853100,17089853400,6
17089853100,17089854302,6
17089853100,17089854700,4
17089853100,17093890101,2
17089853100,17093890301,4
17089853200,17031243300,2
17089853200,17031281900,2
17089853200,17031770700,2
17089853200,17031802505,2
17089853200,17031804803,2
17089853200,17031839100,2
17089853200,17043841501,2
17089853200,17043845802,2
17089853200,17043846405,6
17089853200,17043846410,4
17089853200,17043846411,2
17089853200,17043846413,2
17089853200,17043846504,2
17089853200,17043846507,8
17089853200,17043846509,2
17089853200,17043846518,2
17089853200,17043846604,2
17089853200,17089850600,2
17089853200,17089852002,8
17089853200,17089852500,5
17089853200,17089852601,2
17089853200,17089852606,2
17089853200,17089852700,2
17089853200,17089852803,2
17089853200,17089852808,2
17089853200,17089852903,5
17089853200,17089852905,7
17089853200,17089852906,4
17089853200,17089853001,17
17089853200,17089853007,6
17089853200,17089853008,8
17089853200,17089853100,16
17089853200,17089853200,4
17089853200,17089853300,8
17089853200,17089853600,7
17089853200,17089853900,2
17089853200,17089854001,12
17089853200,17089854002,33
17089853200,17089854600,2
17089853200,17089854700,2
17089853200,17089854800,2
17089853200,17093890101,2
17089853200,17093890102,2
17089853200,17097864402,2
17089853200,17097864801,2
17089853200,17197880121,2
17089853300,17031081401,2
17089853300,17031243300,12
17089853300,17031805111,2
17089853300,17031807900,2
17089853300,17031842600,2
17089853300,17043841501,4
17089853300,17043841504,2
17089853300,17043845802,2
17089853300,17043846105,2
17089853300,17043846409,2
17089853300,17043846413,2
17089853300,17043846507,8
17089853300,17089852002,2
17089853300,17089852500,10
17089853300,17089852601,2
17089853300,17089852606,4
17089853300,17089852903,7
17089853300,17089852905,6
17089853300,17089852906,2
17089853300,17089852907,3
17089853300,17089853001,3
17089853300,17089853300,14
17089853300,17089853400,2
17089853300,17089853600,6
17089853300,17089854001,8
17089853300,17089854002,2
17089853300,17089854302,18
17089853300,17089854501,2
17089853300,17089854700,4
17089853300,17093890101,5
17089853300,17093890301,3
17089853300,17093890400,3
17089853300,17093890700,2
17089853400,17031081201,2
17089853400,17031081401,2
17089853400,17031243300,30
17089853400,17031801500,4
17089853400,17031839100,2
17089853400,17037001500,2
17089853400,17043840704,2
17089853400,17043841703,2
17089853400,17043842000,2
17089853400,17043844601,2
17089853400,17043845802,2
17089853400,17043846409,2
17089853400,17043846411,2
17089853400,17043846412,2
17089853400,17043846507,9
17089853400,17043846509,6
17089853400,17043846518,9
17089853400,17043846519,2
17089853400,17043846524,2
17089853400,17089852002,4
17089853400,17089852500,12
17089853400,17089852803,10
17089853400,17089852903,8
17089853400,17089852904,2
17089853400,17089852906,20
17089853400,17089852907,9
17089853400,17089853001,12
17089853400,17089853008,4
17089853400,17089853300,4
17089853400,17089853400,4
17089853400,17089853600,12
17089853400,17089854001,11
17089853400,17089854002,2
17089853400,17089854302,21
17089853400,17093890101,3
17089853400,17097861105,2
17089853400,17097861507,2
17089853400,17097864801,3
17089853400,17167001300,2
17089853400,17197880309,2
17089853500,17031243300,8
17089853500,17031281900,2
17089853500,17031801500,2
17089853500,17043840704,2
17089853500,17043841501,2
17089853500,17043844602,2
17089853500,17043846409,2
17089853500,17043846507,7
17089853500,17043846509,4
17089853500,17043846518,2
17089853500,17089852002,4
17089853500,17089852500,5
17089853500,17089852606,2
17089853500,17089852803,2
17089853500,17089852903,4
17089853500,17089852905,4
17089853500,17089852906,3
17089853500,17089852907,2
17089853500,17089853001,9
17089853500,17089853007,2
17089853500,17089853008,2
17089853500,17089853300,4
17089853500,17089853500,2
17089853500,17089853600,4
17089853500,17089854001,2
17089853500,17089854002,2
17089853500,17089854302,11
17089853500,17089854400,2
17089853500,17089854700,8
17089853500,17097864801,8
17089853500,17197880120,2
17089853500,17197880309,2
17089853600,17031081401,2
17089853600,17031120300,2
17089853600,17031243300,8
17089853600,17031281900,2
17089853600,17031320400,2
17089853600,17031760801,2
17089853600,17031804806,2
17089853600,17031805111,2
17089853600,17031841000,2
17089853600,17031842200,2
17089853600,17043846409,3
17089853600,17043846411,2
17089853600,17043846504,2
17089853600,17043846507,4
17089853600,17043846509,8
17089853600,17043846519,6
17089853600,17043846524,2
17089853600,17089852500,2
17089853600,17089852601,2
17089853600,17089852803,4
17089853600,17089852903,2
17089853600,17089852904,2
17089853600,17089852905,4
17089853600,17089853004,2
17089853600,17089853100,4
17089853600,17089853200,2
17089853600,17089853600,6
17089853600,17089854001,2
17089853600,17089854002,11
17089853600,17089854302,29
17089853600,17089854700,2
17089853600,17093890101,4
17089853600,17093890301,6
17089853600,17093890500,2
17089853600,17093890700,2
17089853600,17097864801,3
17089853600,17197880309,2
17089853900,17031243300,4
17089853900,17031805111,2
17089853900,17043840704,6
17089853900,17043841503,2
17089853900,17043846106,2
17089853900,17043846405,4
17089853900,17043846504,4
17089853900,17043846509,4
17089853900,17043846518,2
17089853900,17089851302,2
17089853900,17089852803,4
17089853900,17089852808,8
17089853900,17089852903,2
17089853900,17089852905,8
17089853900,17089852906,6
17089853900,17089853100,42
17089853900,17089853600,4
17089853900,17089853900,16
17089853900,17089854001,42
17089853900,17089854002,5
17089853900,17089854302,7
17089853900,17089854504,5
17089853900,17089854700,33
17089853900,17093890102,4
17089853900,17093890400,2
17089853900,17093890500,2
17089854001,17031243300,10
17089854001,17031804603,2
17089854001,17037000800,2
17089854001,17043840201,2
17089854001,17043845802,2
17089854001,17043846106,2
17089854001,17043846411,4
17089854001,17043846413,2
17089854001,17043846504,2
17089854001,17043846507,4
17089854001,17043846509,2
17089854001,17043846510,2
17089854001,17043846515,2
17089854001,17043846517,2
17089854001,17043846518,10
17089854001,17043846519,3
17089854001,17089850600,2
17089854001,17089852606,6
17089854001,17089852808,6
17089854001,17089852905,2
17089854001,17089852906,2
17089854001,17089852907,2
17089854001,17089853001,8
17089854001,17089853004,2
17089854001,17089853005,2
17089854001,17089853007,5
17089854001,17089853100,29
17089854001,17089853400,2
17089854001,17089853600,4
17089854001,17089853900,9
17089854001,17089854001,39
17089854001,17089854002,12
17089854001,17089854302,5
17089854001,17089854504,2
